,Unnamed: 0,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
34504,167342,engces0201,translator-A,1,TGT,eng,ces,100,guardian.306602,False,1630960438.647,1630960444.191
34505,167343,engces0201,translator-A,2,TGT,eng,ces,100,guardian.306602,False,1630960444.199,1630960445.855
34506,167344,engces0201,translator-A,3,TGT,eng,ces,100,guardian.306602,False,1630960445.861,1630960447.911
34507,167345,engces0201,translator-A,4,TGT,eng,ces,100,guardian.306602,False,1630960447.917,1630960448.816
34508,167346,engces0201,translator-A,5,TGT,eng,ces,100,guardian.306602,False,1630960448.822,1630960450.439
34509,167347,engces0201,translator-A,6,TGT,eng,ces,100,guardian.306602,False,1630960450.446,1630960451.768
34510,167348,engces0201,translator-A,7,TGT,eng,ces,100,guardian.306602,False,1630960451.775,1630960453.335
34511,167349,engces0201,translator-A,8,TGT,eng,ces,100,guardian.306602,False,1630960453.341,1630960454.551
34512,167350,engces0201,translator-A,9,TGT,eng,ces,100,guardian.306602,False,1630960454.558,1630960456.687
34513,167351,engces0201,translator-A,10,TGT,eng,ces,100,guardian.306602,False,1630960456.693,1630960457.671
34514,167352,engces0201,translator-A,11,TGT,eng,ces,100,guardian.306602,True,1630960457.675,1630960459.296
34516,167354,engces0201,CUNI-DocTransformer,1,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960494.222,1630960497.609
34517,167355,engces0201,CUNI-DocTransformer,2,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960497.616,1630960500.201
34520,167358,engces0201,CUNI-DocTransformer,4,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960506.169,1630960512.578
34521,167359,engces0201,CUNI-DocTransformer,5,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960512.586,1630960518.354
34522,167360,engces0201,CUNI-DocTransformer,6,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960518.36,1630960520.482
34523,167361,engces0201,CUNI-DocTransformer,7,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960520.488,1630960521.386
34524,167362,engces0201,CUNI-DocTransformer,8,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960521.392,1630960522.298
34525,167363,engces0201,CUNI-DocTransformer,9,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960522.304,1630960523.674
34526,167364,engces0201,CUNI-DocTransformer,10,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960523.681,1630960524.506
34527,167365,engces0201,CUNI-DocTransformer,11,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960524.512,1630960525.794
34528,167366,engces0201,CUNI-DocTransformer,12,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960525.802,1630960526.603
34529,167367,engces0201,CUNI-DocTransformer,13,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960526.61,1630960527.93
34530,167368,engces0201,CUNI-DocTransformer,14,TGT,eng,ces,100,thesun.co.uk.114364,False,1630960527.937,1630960530.306
34534,167372,engces0201,translator-B,2,TGT,eng,ces,100,allafrica.53568,False,1630960555.314,1630960571.692
34535,167373,engces0201,translator-B,3,TGT,eng,ces,100,allafrica.53568,False,1630960571.698,1630960581.364
34536,167374,engces0201,translator-B,4,TGT,eng,ces,100,allafrica.53568,False,1630960581.37,1630960589.412
34540,167378,engces0201,translator-A,0,TGT,eng,ces,100,abcnews.420184,False,1630960599.166,1630960602.685
34541,167380,engces0201,translator-A,2,TGT,eng,ces,100,abcnews.420184,False,1630960608.58,1630960618.501
34543,167383,engces0201,translator-A,4,TGT,eng,ces,100,abcnews.420184,False,1630960623.485,1630960628.27
34544,167384,engces0201,translator-A,5,TGT,eng,ces,100,abcnews.420184,False,1630960628.276,1630960636.75
34545,167387,engces0201,translator-A,8,TGT,eng,ces,100,abcnews.420184,False,1630960656.122,1630960661.535
34547,167392,engces0201,translator-A,12,TGT,eng,ces,100,abcnews.420184,False,1630960684.0,1630960688.984
34548,167393,engces022c,Online-A,4,TGT,eng,ces,96,seattle_times.253485,False,1630960670.939,1630960694.005
34550,167396,engces0201,CUNI-Transformer2018,0,TGT,eng,ces,100,egyptindependent.com.6424,False,1630960699.14,1630960702.545
34551,167397,engces0201,CUNI-Transformer2018,1,TGT,eng,ces,100,egyptindependent.com.6424,False,1630960702.554,1630960707.906
34552,167398,engces0201,CUNI-Transformer2018,2,TGT,eng,ces,100,egyptindependent.com.6424,False,1630960707.912,1630960709.017
34553,167399,engces0201,CUNI-Transformer2018,3,TGT,eng,ces,100,egyptindependent.com.6424,False,1630960709.025,1630960712.225
34554,167401,engces022c,CUNI-Marian-Baselines,18,TGT,eng,ces,95,guardian.306722,False,1630961636.095,1630961683.394
34555,167407,engces022c,CUNI-Marian-Baselines,19,TGT,eng,ces,100,guardian.306722,False,1630961683.401,1630961719.829
34556,167414,engces022c,CUNI-Marian-Baselines,20,TGT,eng,ces,96,guardian.306722,False,1630961719.836,1630961736.119
34559,167447,engces022c,CUNI-Marian-Baselines,23,TGT,eng,ces,100,guardian.306722,False,1630961782.198,1630961814.132
34563,167474,engces022c,translator-A,1,TGT,eng,ces,95,upi.228777,False,1630961848.728,1630961863.134
34564,167480,engces022c,translator-A,2,TGT,eng,ces,100,upi.228777,False,1630961863.139,1630961873.139
34566,167506,engces022c,Facebook-AI,1,TGT,eng,ces,100,guardian.306645,False,1630962077.043,1630962092.678
34571,167524,engces022c,Facebook-AI,6,TGT,eng,ces,100,guardian.306645,False,1630962181.95,1630962205.15
34572,167526,engces022c,Facebook-AI,7,TGT,eng,ces,100,guardian.306645,False,1630962205.157,1630962219.67
34574,167530,engces022c,Facebook-AI,9,TGT,eng,ces,100,guardian.306645,False,1630962243.498,1630962254.558
34575,167532,engces022c,Facebook-AI,10,TGT,eng,ces,100,guardian.306645,False,1630962254.564,1630962268.841
34577,167537,engces022c,Facebook-AI,13,TGT,eng,ces,100,guardian.306645,False,1630962307.803,1630962319.01
34578,167539,engces022c,Facebook-AI,14,TGT,eng,ces,100,guardian.306645,False,1630962319.018,1630962330.316
34579,167542,engces022c,Facebook-AI,16,TGT,eng,ces,100,guardian.306645,False,1630962347.47,1630962369.403
34580,167543,engces022c,Facebook-AI,17,TGT,eng,ces,100,guardian.306645,False,1630962369.41,1630962389.862
34582,167545,engces022c,Facebook-AI,19,TGT,eng,ces,100,guardian.306645,False,1630962415.095,1630962428.398
34583,167546,engces022c,Facebook-AI,20,TGT,eng,ces,100,guardian.306645,False,1630962428.405,1630962431.278
34584,167547,engces022c,Facebook-AI,21,TGT,eng,ces,100,guardian.306645,False,1630962431.287,1630962445.507
34586,167549,engces022c,Facebook-AI,23,TGT,eng,ces,100,guardian.306645,False,1630962458.689,1630962465.995
34587,167551,engces022c,Facebook-AI,24,TGT,eng,ces,100,guardian.306645,False,1630962466.001,1630962478.137
34590,167559,engces022c,CUNI-Transformer2018,6,TGT,eng,ces,100,thesun.co.uk.114323,False,1630963205.583,1630963211.816
34591,167560,engces022c,CUNI-Transformer2018,7,TGT,eng,ces,100,thesun.co.uk.114323,False,1630963211.822,1630963219.22
34592,167561,engces022c,CUNI-Transformer2018,8,TGT,eng,ces,100,thesun.co.uk.114323,False,1630963219.229,1630963226.218
34593,167563,engces022c,CUNI-Transformer2018,9,TGT,eng,ces,100,thesun.co.uk.114323,False,1630963226.224,1630963235.612
34594,167566,engces022c,CUNI-Transformer2018,10,TGT,eng,ces,100,thesun.co.uk.114323,False,1630963235.619,1630963250.993
34595,167568,engces022c,CUNI-Transformer2018,11,TGT,eng,ces,100,thesun.co.uk.114323,False,1630963251.0,1630963262.394
34596,167569,engces022c,CUNI-Transformer2018,12,TGT,eng,ces,100,thesun.co.uk.114323,False,1630963262.401,1630963275.732
34598,167573,engces022c,CUNI-Transformer2018,14,TGT,eng,ces,100,thesun.co.uk.114323,False,1630963292.883,1630963299.305
34599,167574,engces022c,CUNI-Transformer2018,15,TGT,eng,ces,96,thesun.co.uk.114323,True,1630963299.309,1630963304.488
34601,167578,engces022c,CUNI-Marian-Baselines,1,TGT,eng,ces,100,cbsnews.377515,False,1630963318.691,1630963348.774
34602,167583,engces022c,CUNI-Marian-Baselines,3,TGT,eng,ces,97,cbsnews.377515,False,1630963394.564,1630963418.487
34606,167594,engces022c,CUNI-Transformer2018,2,TGT,eng,ces,100,rt.com.131224,False,1630963491.773,1630963518.283
34607,167596,engces022c,CUNI-Transformer2018,3,TGT,eng,ces,100,rt.com.131224,False,1630963525.215,1630963532.535
34608,167597,engces022c,CUNI-Transformer2018,4,TGT,eng,ces,100,rt.com.131224,False,1630963532.543,1630963544.679
34609,167599,engces022c,CUNI-Transformer2018,5,TGT,eng,ces,96,rt.com.131224,False,1630963544.687,1630963557.591
34614,167611,engces022c,CUNI-Transformer2018,10,TGT,eng,ces,100,rt.com.131224,False,1630963661.006,1630963678.013
34615,167614,engces022c,CUNI-Transformer2018,11,TGT,eng,ces,100,rt.com.131224,False,1630963678.018,1630963700.757
34616,167615,engces022c,CUNI-Transformer2018,12,TGT,eng,ces,100,rt.com.131224,False,1630963714.272,1630963716.21
34618,167620,engces022c,CUNI-Transformer2018,14,TGT,eng,ces,100,rt.com.131224,False,1630963731.781,1630963741.849
34619,167623,engces022c,CUNI-Transformer2018,15,TGT,eng,ces,100,rt.com.131224,False,1630963741.856,1630963759.707
34620,167625,engces022c,CUNI-Transformer2018,16,TGT,eng,ces,100,rt.com.131224,False,1630963759.714,1630963769.083
34621,167627,engces022c,CUNI-Transformer2018,17,TGT,eng,ces,98,rt.com.131224,False,1630963769.09,1630963782.009
34622,167629,engces022c,CUNI-Transformer2018,18,TGT,eng,ces,100,rt.com.131224,False,1630963782.016,1630963790.84
34826,168423,engces0222,translator-B,16,TGT,eng,ces,98,rt.com.131224,False,1631197902.961,1631197904.35
34896,168517,engces0222,Online-B,16,TGT,eng,ces,100,guardian.306645,False,1631198278.698,1631198279.926
34897,168518,engces0222,Online-B,17,TGT,eng,ces,100,guardian.306645,False,1631198279.93,1631198281.718
34900,168521,engces0222,Online-B,20,TGT,eng,ces,100,guardian.306645,False,1631198284.37,1631198285.366
34904,168525,engces0222,Online-B,24,TGT,eng,ces,100,guardian.306645,False,1631198288.841,1631198289.87
34983,168644,engces0215,CUNI-DocTransformer,0,TGT,eng,ces,99,seattle_times.253342,False,1631204684.936,1631204738.976
34986,168647,engces0215,CUNI-DocTransformer,2,TGT,eng,ces,99,seattle_times.253342,False,1631204787.487,1631204803.13
34989,168650,engces0215,CUNI-DocTransformer,3,TGT,eng,ces,99,seattle_times.253342,False,1631204803.164,1631204823.611
34998,168661,engces0215,CUNI-DocTransformer,3,TGT,eng,ces,95,seattle_times.253342,False,1631205057.505,1631205062.133
35007,168680,engces0215,Online-B,4,TGT,eng,ces,98,upi.228777,False,1631205289.563,1631205302.336
35008,168683,engces0215,Online-B,7,TGT,eng,ces,96,upi.228777,False,1631205322.514,1631205334.67
35013,168688,engces0215,Online-B,1,TGT,eng,ces,98,upi.228777,False,1631205363.411,1631205372.673
35016,168691,engces0215,Online-B,4,TGT,eng,ces,96,upi.228777,False,1631205404.112,1631205409.8
35025,168700,engces0215,Online-B,7,TGT,eng,ces,96,upi.228777,False,1631205429.832,1631205435.29
35028,168709,engces0215,eTranslation,7,TGT,eng,ces,95,standard.co.uk.57768,False,1631205768.082,1631205814.039
35037,168733,engces0215,eTranslation,11,TGT,eng,ces,95,standard.co.uk.57768,False,1631205878.063,1631205892.832
35056,168769,engces0215,Online-G,6,TGT,eng,ces,95,abcnews.420122,False,1631206008.578,1631206015.849
35102,168890,engces021b,Online-Y,6,TGT,eng,ces,98,en.ndtv.com.75164,False,1631203147.342,1631203154.559
35103,168892,engces021b,Online-Y,7,TGT,eng,ces,100,en.ndtv.com.75164,False,1631203154.566,1631203167.794
35105,168895,engces021b,Facebook-AI,0,TGT,eng,ces,95,allafrica.53572,False,1631203176.797,1631203190.493
35115,168917,engces021b,Facebook-AI,2,TGT,eng,ces,96,allafrica.53572,False,1631203209.462,1631203249.435
35116,168923,engces021b,Facebook-AI,7,TGT,eng,ces,98,allafrica.53572,False,1631203332.577,1631203354.26
35117,168926,engces021b,Facebook-AI,8,TGT,eng,ces,100,allafrica.53572,False,1631203354.267,1631203365.217
35119,168929,engces021b,Facebook-AI,9,TGT,eng,ces,100,allafrica.53572,False,1631203365.225,1631203373.617
35121,168940,engces021b,Facebook-AI,10,TGT,eng,ces,100,allafrica.53572,False,1631203373.624,1631203413.233
35130,169012,engces0215,CUNI-DocTransformer,10,TGT,eng,ces,99,express.co.uk.44121,False,1631207332.969,1631207340.469
35132,169047,engces021b,eTranslation,5,TGT,eng,ces,95,independent.597197,False,1631204220.265,1631204245.782
35135,169052,engces021b,eTranslation,9,TGT,eng,ces,97,independent.597197,False,1631204363.168,1631204372.939
35136,169056,engces021b,eTranslation,10,TGT,eng,ces,95,independent.597197,False,1631204372.947,1631204384.138
35137,169058,engces021b,eTranslation,11,TGT,eng,ces,100,independent.597197,False,1631204384.145,1631204388.391
35138,169060,engces021b,eTranslation,12,TGT,eng,ces,96,independent.597197,False,1631204388.397,1631204397.429
35143,169070,engces021b,Online-W,4,TGT,eng,ces,100,abcnews.420140,False,1631204518.645,1631204536.722
35150,169079,engces021b,Online-W,7,TGT,eng,ces,95,abcnews.420140,False,1631204568.565,1631204595.785
35157,169088,engces021b,Online-W,10,TGT,eng,ces,96,abcnews.420140,False,1631204645.007,1631204659.51
35160,169093,engces021b,Online-W,12,TGT,eng,ces,97,abcnews.420140,False,1631204693.57,1631204703.327
35171,169107,engces021b,translator-B,2,TGT,eng,ces,100,foxnews.106537,False,1631204940.534,1631204965.08
35180,169119,engces021b,translator-B,8,TGT,eng,ces,97,foxnews.106537,False,1631205087.241,1631205147.459
35182,169125,engces021b,translator-B,9,TGT,eng,ces,96,foxnews.106537,False,1631205147.465,1631205399.312
35184,169128,engces021b,translator-B,11,TGT,eng,ces,98,foxnews.106537,False,1631205411.509,1631205420.442
35185,169130,engces021b,translator-B,12,TGT,eng,ces,96,foxnews.106537,False,1631205420.448,1631205446.555
35186,169131,engces021b,translator-B,13,TGT,eng,ces,100,foxnews.106537,False,1631205446.561,1631205464.01
35189,169137,engces021b,CUNI-Marian-Baselines,5,TGT,eng,ces,95,kcal.8567,False,1631205580.143,1631205588.022
35191,169142,engces021b,Online-B,3,TGT,eng,ces,100,novinite.com.40529,False,1631205716.904,1631205734.075
35193,169152,engces021b,Online-B,11,TGT,eng,ces,96,novinite.com.40529,False,1631206013.221,1631206033.966
35194,169155,engces021b,Online-B,12,TGT,eng,ces,100,novinite.com.40529,False,1631206033.971,1631206044.74
35195,169156,engces021b,Online-B,13,TGT,eng,ces,98,novinite.com.40529,True,1631206044.744,1631206048.652
35200,169163,engces021b,Online-B,3,TGT,eng,ces,99,latimes.591189,False,1631206205.249,1631206214.492
35202,169165,engces021b,Online-B,8,TGT,eng,ces,100,latimes.591189,False,1631206321.373,1631206324.977
35203,169166,engces021b,Online-B,9,TGT,eng,ces,100,latimes.591189,False,1631206324.985,1631206345.692
35204,169167,engces021b,Online-B,10,TGT,eng,ces,95,latimes.591189,False,1631206345.699,1631206355.249
35208,169194,engces021b,translator-A,15,TGT,eng,ces,98,abcnews.420140,False,1631206644.982,1631206657.348
35210,169200,engces021b,translator-A,16,TGT,eng,ces,100,abcnews.420140,False,1631206657.356,1631206668.073
35220,169244,engces021b,translator-A,19,TGT,eng,ces,100,abcnews.420140,False,1631206715.299,1631206726.981
35225,169277,engces021b,Online-B,2,TGT,eng,ces,96,novinite.com.40529,False,1631206894.695,1631206905.097
35227,169294,engces021b,Online-B,3,TGT,eng,ces,98,novinite.com.40529,False,1631206905.105,1631206930.395
35230,169320,engces021b,Online-B,5,TGT,eng,ces,95,novinite.com.40529,False,1631206951.405,1631206975.357
35246,169344,engces021b,Online-B,11,TGT,eng,ces,96,novinite.com.40529,False,1631207208.125,1631207254.883
35248,169351,engces021b,Online-G,0,TGT,eng,ces,96,novinite.com.40529,False,1631207280.971,1631207305.308
35251,169356,engces021b,Online-G,1,TGT,eng,ces,96,novinite.com.40529,False,1631207305.319,1631207325.048
35252,169359,engces021b,Online-G,9,TGT,eng,ces,97,novinite.com.40529,False,1631207397.889,1631207419.548
35254,169364,engces021b,Online-G,10,TGT,eng,ces,96,novinite.com.40529,False,1631207419.554,1631207438.746
35255,169368,engces021b,Online-G,11,TGT,eng,ces,98,novinite.com.40529,False,1631207438.753,1631207448.961
35266,169417,engces021b,Online-A,6,TGT,eng,ces,96,kcal.8567,False,1631207565.418,1631207569.258
35267,169418,engces021b,Online-A,7,TGT,eng,ces,96,kcal.8567,False,1631207569.265,1631207574.214
35349,170103,engces0228,translator-A,1,TGT,eng,ces,96,metro.co.uk.47971,False,1631231907.871,1631231922.571
35350,170104,engces0228,translator-A,2,TGT,eng,ces,96,metro.co.uk.47971,False,1631231922.578,1631231933.151
35352,170106,engces0228,translator-A,4,TGT,eng,ces,96,metro.co.uk.47971,False,1631231959.964,1631231970.499
35355,170109,engces0228,translator-A,7,TGT,eng,ces,100,metro.co.uk.47971,False,1631231999.419,1631232005.555
35356,170110,engces0228,translator-A,8,TGT,eng,ces,100,metro.co.uk.47971,False,1631232005.561,1631232014.722
35357,170111,engces0228,translator-A,9,TGT,eng,ces,96,metro.co.uk.47971,False,1631232014.728,1631232027.893
35360,170114,engces0228,translator-A,12,TGT,eng,ces,95,metro.co.uk.47971,False,1631232056.048,1631232060.391
35363,170117,engces0228,Facebook-AI,1,TGT,eng,ces,98,cbsnews.377515,False,1631232079.511,1631232092.753
35367,170121,engces0228,CUNI-DocTransformer,0,TGT,eng,ces,98,cbsnews.377408,False,1631232157.802,1631232168.24
35375,170130,engces0228,CUNI-Marian-Baselines,4,TGT,eng,ces,95,thesun.co.uk.114364,False,1631232775.536,1631232785.331
35377,170132,engces0228,CUNI-Marian-Baselines,6,TGT,eng,ces,100,thesun.co.uk.114364,False,1631232793.096,1631232799.156
35378,170133,engces0228,CUNI-Marian-Baselines,7,TGT,eng,ces,96,thesun.co.uk.114364,False,1631232799.162,1631232813.105
35379,170134,engces0228,CUNI-Marian-Baselines,8,TGT,eng,ces,98,thesun.co.uk.114364,False,1631232813.112,1631232820.144
35380,170135,engces0228,CUNI-Marian-Baselines,9,TGT,eng,ces,96,thesun.co.uk.114364,False,1631232820.151,1631232830.535
35381,170136,engces0228,CUNI-Marian-Baselines,10,TGT,eng,ces,95,thesun.co.uk.114364,False,1631232830.542,1631232835.27
35387,170142,engces0228,CUNI-DocTransformer,0,TGT,eng,ces,98,cbsnews.377408,False,1631232892.482,1631232904.272
35388,170143,engces0228,CUNI-DocTransformer,1,TGT,eng,ces,98,cbsnews.377408,False,1631232904.281,1631232913.706
35390,170147,engces0228,translator-A,1,TGT,eng,ces,96,metro.co.uk.47971,False,1631232977.31,1631232987.855
35400,170166,engces0228,Online-G,0,TGT,eng,ces,99,standard.co.uk.57834,False,1631234169.096,1631234179.258
35402,170171,engces0228,Online-G,5,TGT,eng,ces,95,standard.co.uk.57834,False,1631234261.054,1631234271.27
35416,170186,engces0228,Online-Y,14,TGT,eng,ces,100,en.ndtv.com.75106,False,1631234462.329,1631234464.255
35417,170187,engces0228,Online-Y,15,TGT,eng,ces,96,en.ndtv.com.75106,False,1631234464.262,1631234469.028
35424,172355,engces022c,Facebook-AI,0,TGT,eng,ces,100,guardian.306645,False,1630962075.997,1630962077.038
35425,172356,engces0214,CUNI-DocTransformer,0,TGT,eng,ces,100,abcnews.420184,False,1631196885.712,1631196893.302
35426,172357,engces0218,eTranslation,0,TGT,eng,ces,100,novinite.com.40529,False,1630408852.645,1630408866.218
35427,172358,engces0209,Facebook-AI,0,TGT,eng,ces,100,express.co.uk.44141,False,1630945900.357,1630945916.928
35449,172385,engces0218,Online-G,0,TGT,eng,ces,96,en.ndtv.com.75143,False,1630410393.997,1630410411.019
35450,172386,engces0214,CUNI-DocTransformer,1,TGT,eng,ces,100,abcnews.420184,False,1631196893.308,1631196901.733
35451,172387,engces0214,translator-B,1,TGT,eng,ces,100,thesun.co.uk.114364,False,1631196965.956,1631196971.182
35473,172413,engces021b,eTranslation,1,TGT,eng,ces,99,independent.597197,False,1631203475.389,1631203479.004
35474,172414,engces0214,Online-A,10,TGT,eng,ces,100,cnbc.com.58093,False,1631197150.521,1631197153.709
35475,172415,engces0214,CUNI-DocTransformer,10,TGT,eng,ces,100,abcnews.420184,False,1631196938.37,1631196943.206
35485,172428,engces0214,Online-B,10,TGT,eng,ces,96,rt.com.131229,False,1631197277.073,1631197278.974
35486,172429,engces0214,Online-Y,11,TGT,eng,ces,100,aj-english.22076,False,1631196844.602,1631196848.414
35500,172445,engces0214,Online-Y,11,TGT,eng,ces,97,sky.com.33889,False,1631197081.818,1631197083.966
35508,172454,engces0214,CUNI-DocTransformer,12,TGT,eng,ces,96,abcnews.420184,False,1631196944.912,1631196948.846
35509,172455,engces0228,Online-Y,12,TGT,eng,ces,97,en.ndtv.com.75106,False,1631234455.243,1631234456.162
35510,172456,engces0214,Online-Y,13,TGT,eng,ces,100,sky.com.33889,False,1631197085.521,1631197087.846
35511,172457,engces0214,translator-B,13,TGT,eng,ces,100,thesun.co.uk.114364,False,1631197021.721,1631197024.877
35517,172463,engces0214,translator-A,13,TGT,eng,ces,95,seattle_times.253485,False,1631197331.505,1631197332.79
35524,172471,engces0214,Online-Y,14,TGT,eng,ces,99,sky.com.33889,False,1631197087.849,1631197092.254
35525,172472,engces0214,Online-Y,15,TGT,eng,ces,100,sky.com.33889,False,1631197092.257,1631197097.126
35535,172483,engces0214,Online-Y,16,TGT,eng,ces,99,sky.com.33889,False,1631197097.13,1631197099.638
35548,172499,engces0214,Online-Y,2,TGT,eng,ces,100,sky.com.33889,False,1631197045.922,1631197049.846
35574,172528,engces0214,Online-Y,3,TGT,eng,ces,100,aj-english.22076,False,1631196802.121,1631196808.07
35575,172529,engces0214,CUNI-DocTransformer,3,TGT,eng,ces,100,abcnews.420184,False,1631196908.865,1631196911.989
35576,172530,engces0214,Online-Y,3,TGT,eng,ces,100,sky.com.33889,False,1631197049.85,1631197053.397
35589,172547,engces0214,translator-B,4,TGT,eng,ces,100,thesun.co.uk.114364,False,1631196980.434,1631196985.374
35590,172548,engces021a,CUNI-Transformer2018,4,TGT,eng,ces,100,foxnews.106537,False,1631528178.547,1631528181.316
35608,172569,engces0214,eTranslation,4,TGT,eng,ces,95,egyptindependent.com.6413,False,1631197219.641,1631197224.718
35609,172570,engces022c,CUNI-Transformer2018,4,TGT,eng,ces,97,thesun.co.uk.114323,False,1630963188.731,1630963190.427
35610,172571,engces0214,Online-A,5,TGT,eng,ces,100,cnbc.com.58093,False,1631197136.681,1631197141.309
35628,172594,engces0214,Online-B,5,TGT,eng,ces,96,rt.com.131229,False,1631197259.042,1631197263.39
35629,172595,engces0232,Online-Y,5,TGT,eng,ces,96,en.ndtv.com.75227,False,1630447647.01,1630447649.456
35647,172617,engces0214,Online-Y,6,TGT,eng,ces,95,sky.com.33889,False,1631197062.61,1631197068.446
35648,172618,engces0214,Online-B,6,TGT,eng,ces,97,rt.com.131229,False,1631197263.394,1631197266.654
35649,172619,engces0214,Online-Y,7,TGT,eng,ces,100,sky.com.33889,False,1631197068.449,1631197071.318
35650,172620,engces0214,CUNI-DocTransformer,7,TGT,eng,ces,100,abcnews.420184,False,1631196930.641,1631196932.806
35651,172621,engces0214,Online-Y,7,TGT,eng,ces,100,aj-english.22076,False,1631196823.633,1631196827.822
35664,172638,engces0214,CUNI-DocTransformer,8,TGT,eng,ces,100,abcnews.420184,False,1631196932.81,1631196934.95
35678,172654,engces0214,translator-B,8,TGT,eng,ces,96,thesun.co.uk.114364,False,1631197000.385,1631197003.621
35695,172676,engces0214,Online-Y,9,TGT,eng,ces,99,aj-english.22076,False,1631196835.626,1631196839.942
35879,183844,engces0407,Online-Y,2,TGT,eng,ces,100,metro.co.uk.47971,False,1631656819.839,1631656834.608
35883,183879,engces0407,Online-W,2,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657036.247,1631657059.336
35884,183880,engces0407,Online-W,3,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657062.928,1631657092.281
35885,183881,engces0407,Online-W,4,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657095.224,1631657104.504
35887,183883,engces0407,Online-W,6,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657174.36,1631657190.736
35889,183885,engces0407,Online-W,8,TGT,eng,ces,98,en.ndtv.com.75109,False,1631657209.592,1631657237.552
35890,183886,engces0407,Online-W,9,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657240.559,1631657258.487
35891,183887,engces0407,Online-W,10,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657261.375,1631657282.951
35892,183888,engces0407,Online-W,11,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657285.799,1631657305.319
35893,183889,engces0407,Online-W,12,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657308.607,1631657322.816
35894,183890,engces0407,Online-W,13,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657352.282,1631657363.2
35895,183891,engces0407,Online-W,14,TGT,eng,ces,100,en.ndtv.com.75109,False,1631657365.711,1631657379.448
35896,183896,engces0407,Online-W,15,TGT,eng,ces,98,en.ndtv.com.75109,False,1631657381.679,1631657404.888
35898,183906,engces0407,Online-Y,0,TGT,eng,ces,100,metro.co.uk.47971,False,1631657448.785,1631657474.936
35900,183908,engces0407,Online-Y,2,TGT,eng,ces,100,metro.co.uk.47971,False,1631657513.48,1631657528.625
35901,183909,engces0407,Online-Y,3,TGT,eng,ces,100,metro.co.uk.47971,False,1631657530.296,1631657545.848
35902,183910,engces0407,Online-Y,4,TGT,eng,ces,100,metro.co.uk.47971,False,1631657547.92,1631657570.712
35903,183911,engces0407,Online-Y,5,TGT,eng,ces,100,metro.co.uk.47971,False,1631657573.048,1631657601.328
35904,183912,engces0407,Online-Y,6,TGT,eng,ces,100,metro.co.uk.47971,False,1631657603.808,1631657617.544
35905,183913,engces0407,Online-Y,7,TGT,eng,ces,100,metro.co.uk.47971,False,1631657619.863,1631657648.992
35906,183914,engces0407,Online-Y,8,TGT,eng,ces,98,metro.co.uk.47971,False,1631657651.192,1631657690.287
35907,183915,engces0407,Online-Y,9,TGT,eng,ces,100,metro.co.uk.47971,False,1631657692.567,1631657702.495
35908,183916,engces0407,Online-Y,10,TGT,eng,ces,100,metro.co.uk.47971,False,1631657726.995,1631657729.744
35910,183918,engces0407,Online-Y,12,TGT,eng,ces,100,metro.co.uk.47971,False,1631657791.164,1631657793.656
35912,183920,engces0407,Facebook-AI,0,TGT,eng,ces,100,cbsnews.377515,False,1631657817.81,1631657832.273
35913,183921,engces0407,Facebook-AI,1,TGT,eng,ces,100,cbsnews.377515,False,1631657838.857,1631657859.384
35914,183922,engces0407,Facebook-AI,2,TGT,eng,ces,96,cbsnews.377515,False,1631657878.771,1631657891.944
35915,183923,engces0407,Facebook-AI,3,TGT,eng,ces,100,cbsnews.377515,False,1631657896.608,1631657911.353
35916,183924,engces0407,Facebook-AI,4,TGT,eng,ces,96,cbsnews.377515,True,1631657911.359,1631657916.033
35918,183926,engces0407,Online-B,1,TGT,eng,ces,100,guardian.306722,False,1631657949.4,1631657970.368
35919,183927,engces0407,Online-B,2,TGT,eng,ces,100,guardian.306722,False,1631657973.224,1631657997.505
35920,183928,engces0407,Online-B,3,TGT,eng,ces,97,guardian.306722,False,1631658001.369,1631658038.297
35921,183929,engces0407,Online-B,4,TGT,eng,ces,100,guardian.306722,False,1631658045.291,1631658077.616
35922,183930,engces0407,Online-B,5,TGT,eng,ces,100,guardian.306722,False,1631658080.864,1631658125.313
