,Unnamed: 0,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
27498,129597,engces0218,Online-Y,15,TGT,eng,ces,100,cbsnews.377408,False,1630409408.687,1630409418.785
27499,129603,engces0218,Online-Y,16,TGT,eng,ces,100,cbsnews.377408,False,1630409418.792,1630409425.018
27500,129610,engces0218,Online-Y,17,TGT,eng,ces,100,cbsnews.377408,False,1630409425.026,1630409430.834
27501,129617,engces0218,Online-Y,18,TGT,eng,ces,100,cbsnews.377408,False,1630409430.84,1630409437.417
27502,129620,engces0218,Online-Y,19,TGT,eng,ces,100,cbsnews.377408,False,1630409437.425,1630409443.282
27504,129635,engces0218,Online-Y,21,TGT,eng,ces,100,cbsnews.377408,False,1630409468.025,1630409474.867
27505,129641,engces0218,Online-Y,22,TGT,eng,ces,100,cbsnews.377408,False,1630409474.873,1630409486.572
27506,129645,engces0218,Online-Y,23,TGT,eng,ces,100,cbsnews.377408,False,1630409486.578,1630409495.66
27507,129662,engces0218,Online-Y,24,TGT,eng,ces,100,cbsnews.377408,False,1630409495.668,1630409552.342
27510,129722,engces0218,Online-B,0,TGT,eng,ces,100,cbsnews.377515,False,1630409629.285,1630409649.891
27511,129744,engces0218,Online-B,1,TGT,eng,ces,100,cbsnews.377515,False,1630409649.902,1630409689.124
27515,129901,engces0218,CUNI-Transformer2018,0,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630409845.938,1630409913.719
27516,129908,engces0218,CUNI-Transformer2018,1,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630409913.731,1630409937.703
27517,129914,engces0218,CUNI-Transformer2018,2,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630409937.711,1630409964.431
27518,129919,engces0218,CUNI-Transformer2018,3,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630409964.439,1630409979.161
27519,129927,engces0218,CUNI-Transformer2018,4,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630409979.169,1630410007.153
27520,129930,engces0218,CUNI-Transformer2018,5,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410007.16,1630410018.306
27521,129933,engces0218,CUNI-Transformer2018,6,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410018.313,1630410033.891
27522,129935,engces0218,CUNI-Transformer2018,7,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410033.897,1630410043.267
27523,129937,engces0218,CUNI-Transformer2018,8,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410043.275,1630410056.788
27524,129939,engces0218,CUNI-Transformer2018,9,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410056.795,1630410061.533
27525,129941,engces0218,CUNI-Transformer2018,10,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410061.541,1630410070.332
27526,129944,engces0218,CUNI-Transformer2018,11,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410070.34,1630410093.373
27527,129946,engces0218,CUNI-Transformer2018,12,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410093.379,1630410101.518
27528,129950,engces0218,CUNI-Transformer2018,13,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410101.524,1630410114.422
27529,129951,engces0218,CUNI-Transformer2018,14,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410114.429,1630410125.974
27532,129977,engces0218,CUNI-Transformer2018,17,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410167.455,1630410192.787
27533,129982,engces0218,CUNI-Transformer2018,18,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410192.793,1630410206.546
27534,129985,engces0218,CUNI-Transformer2018,19,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410206.552,1630410213.962
27535,129986,engces0218,CUNI-Transformer2018,20,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410213.969,1630410224.834
27536,129990,engces0218,CUNI-Transformer2018,21,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410224.842,1630410237.891
27537,129997,engces0218,CUNI-Transformer2018,22,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410237.897,1630410247.243
27539,130013,engces0218,CUNI-Marian-Baselines,0,TGT,eng,ces,100,abcnews.420122,False,1630410270.316,1630410285.573
27541,130025,engces0218,CUNI-Marian-Baselines,2,TGT,eng,ces,100,abcnews.420122,False,1630410305.933,1630410319.127
27542,130029,engces0218,CUNI-Marian-Baselines,3,TGT,eng,ces,100,abcnews.420122,False,1630410319.135,1630410339.816
27543,130035,engces0218,CUNI-Marian-Baselines,4,TGT,eng,ces,100,abcnews.420122,False,1630410339.827,1630410348.656
27544,130038,engces0218,CUNI-Marian-Baselines,5,TGT,eng,ces,100,abcnews.420122,False,1630410348.663,1630410355.312
27545,130041,engces0218,CUNI-Marian-Baselines,6,TGT,eng,ces,100,abcnews.420122,False,1630410355.319,1630410361.512
27547,130053,engces0218,CUNI-Marian-Baselines,8,TGT,eng,ces,100,abcnews.420122,False,1630410368.514,1630410371.88
27549,130070,engces0218,Online-G,1,TGT,eng,ces,100,en.ndtv.com.75143,False,1630410411.024,1630410414.21
27551,130087,engces0218,Online-G,3,TGT,eng,ces,100,en.ndtv.com.75143,False,1630410446.643,1630410459.629
27552,130091,engces0218,Online-G,4,TGT,eng,ces,100,en.ndtv.com.75143,False,1630410459.636,1630410471.757
27553,130099,engces0218,Online-G,5,TGT,eng,ces,100,en.ndtv.com.75143,False,1630410471.766,1630410481.59
27555,130118,engces0218,translator-A,0,TGT,eng,ces,100,novinite.com.40529,False,1630410502.335,1630410513.703
27556,130134,engces0218,translator-A,1,TGT,eng,ces,100,novinite.com.40529,False,1630410513.713,1630410538.336
27557,130196,engces0218,translator-A,2,TGT,eng,ces,100,novinite.com.40529,False,1630410538.344,1630410647.004
27558,130204,engces0218,translator-A,3,TGT,eng,ces,100,novinite.com.40529,False,1630410647.012,1630410660.317
27559,130207,engces0218,translator-A,4,TGT,eng,ces,100,novinite.com.40529,False,1630410660.327,1630410670.069
27560,130210,engces0218,translator-A,5,TGT,eng,ces,100,novinite.com.40529,False,1630410676.32,1630410680.544
27561,130215,engces0218,translator-A,6,TGT,eng,ces,100,novinite.com.40529,False,1630410680.551,1630410690.119
27562,130220,engces0218,translator-A,7,TGT,eng,ces,100,novinite.com.40529,False,1630410690.128,1630410696.639
27563,130223,engces0218,translator-A,8,TGT,eng,ces,100,novinite.com.40529,False,1630410696.645,1630410701.07
27564,130228,engces0218,translator-A,9,TGT,eng,ces,100,novinite.com.40529,False,1630410701.078,1630410709.791
27565,130229,engces0218,translator-A,10,TGT,eng,ces,100,novinite.com.40529,False,1630410709.8,1630410716.983
27567,130236,engces0218,translator-A,12,TGT,eng,ces,100,novinite.com.40529,False,1630410733.742,1630410737.136
27569,130252,engces0218,CUNI-Transformer2018,1,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410782.066,1630410785.235
27570,130255,engces0218,CUNI-Transformer2018,3,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410816.39,1630410824.963
27571,130256,engces0218,CUNI-Transformer2018,4,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410847.365,1630410848.132
27572,130265,engces0218,CUNI-Transformer2018,8,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410907.582,1630410970.049
27573,130268,engces0218,CUNI-Transformer2018,10,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630410981.367,1630411031.636
27575,130333,engces0218,CUNI-Transformer2018,17,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630411217.971,1630411224.916
27576,130337,engces0218,CUNI-Transformer2018,19,TGT,eng,ces,100,brisbanetimes.com.au.275197,False,1630411234.246,1630411240.365
27579,130356,engces0218,Online-G,3,TGT,eng,ces,100,egyptindependent.com.6413,False,1630411313.735,1630411316.728
27580,130362,engces0218,Online-G,4,TGT,eng,ces,100,egyptindependent.com.6413,False,1630411316.733,1630411352.785
27581,130378,engces0218,Online-G,5,TGT,eng,ces,100,egyptindependent.com.6413,False,1630411352.793,1630411406.363
27582,130380,engces0218,Online-G,6,TGT,eng,ces,100,egyptindependent.com.6413,False,1630411406.37,1630411417.372
27583,130382,engces0218,Online-G,7,TGT,eng,ces,100,egyptindependent.com.6413,False,1630411417.379,1630411428.964
27586,130387,engces0218,CUNI-DocTransformer,1,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411446.779,1630411455.79
27587,130389,engces0218,CUNI-DocTransformer,2,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411455.799,1630411466.438
27588,130392,engces0218,CUNI-DocTransformer,3,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411466.447,1630411476.775
27589,130393,engces0218,CUNI-DocTransformer,4,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411476.785,1630411481.607
27590,130395,engces0218,CUNI-DocTransformer,5,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411481.618,1630411494.144
27592,130398,engces0218,CUNI-DocTransformer,7,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411503.807,1630411508.12
27593,130403,engces0218,CUNI-DocTransformer,8,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411508.128,1630411516.041
27594,130410,engces0218,CUNI-DocTransformer,9,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411516.047,1630411522.185
27595,130412,engces0218,CUNI-DocTransformer,10,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411522.192,1630411525.585
27596,130414,engces0218,CUNI-DocTransformer,11,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411525.593,1630411532.465
27597,130415,engces0218,CUNI-DocTransformer,12,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411532.471,1630411536.082
27598,130416,engces0218,CUNI-DocTransformer,13,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411536.092,1630411539.242
27599,130417,engces0218,CUNI-DocTransformer,14,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411539.247,1630411542.954
27600,130419,engces0218,CUNI-DocTransformer,15,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411542.959,1630411550.323
27601,130423,engces0218,CUNI-DocTransformer,17,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411567.511,1630411570.051
27602,130425,engces0218,CUNI-DocTransformer,18,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411570.058,1630411574.972
27604,130430,engces0218,CUNI-DocTransformer,20,TGT,eng,ces,100,en.ndtv.com.75106,False,1630411597.059,1630411601.82
27606,130724,engces020c,translator-B,0,TGT,eng,ces,100,guardian.306607,False,1630412986.322,1630412993.27
27607,130726,engces020c,translator-B,1,TGT,eng,ces,100,guardian.306607,False,1630412993.281,1630413004.463
27608,130737,engces020c,translator-B,3,TGT,eng,ces,100,guardian.306607,False,1630413015.551,1630413028.92
27611,130753,engces020c,translator-B,11,TGT,eng,ces,100,guardian.306607,False,1630413145.186,1630413175.615
27613,130767,engces020c,translator-B,14,TGT,eng,ces,100,guardian.306607,False,1630413201.527,1630413210.367
27614,130772,engces020c,translator-B,15,TGT,eng,ces,100,guardian.306607,False,1630413210.372,1630413219.471
27616,130782,engces020c,Online-G,0,TGT,eng,ces,100,cbsnews.377515,False,1630413231.921,1630413287.274
27617,130784,engces020c,Online-G,1,TGT,eng,ces,100,cbsnews.377515,False,1630413287.285,1630413293.826
27618,130785,engces020c,Online-G,2,TGT,eng,ces,100,cbsnews.377515,False,1630413293.833,1630413305.212
27619,130786,engces020c,Online-G,3,TGT,eng,ces,100,cbsnews.377515,False,1630413305.22,1630413310.483
27620,130787,engces020c,Online-G,4,TGT,eng,ces,100,cbsnews.377515,True,1630413310.487,1630413313.444
27621,130790,engces020c,translator-B,0,TGT,eng,ces,100,guardian.306607,False,1630413318.621,1630413327.78
27622,130791,engces020c,translator-B,1,TGT,eng,ces,100,guardian.306607,False,1630413327.792,1630413332.988
27623,130792,engces020c,translator-B,2,TGT,eng,ces,100,guardian.306607,False,1630413332.995,1630413345.469
27624,130793,engces020c,translator-B,3,TGT,eng,ces,100,guardian.306607,False,1630413345.476,1630413350.965
27625,130794,engces020c,translator-B,4,TGT,eng,ces,100,guardian.306607,False,1630413350.974,1630413357.557
27627,130797,engces020c,translator-B,6,TGT,eng,ces,100,guardian.306607,False,1630413364.75,1630413369.59
27628,130798,engces020c,translator-B,7,TGT,eng,ces,100,guardian.306607,False,1630413369.598,1630413376.99
27629,130799,engces020c,translator-B,8,TGT,eng,ces,100,guardian.306607,False,1630413376.997,1630413380.886
27630,130800,engces020c,translator-B,9,TGT,eng,ces,100,guardian.306607,False,1630413380.894,1630413384.958
27631,130802,engces020c,translator-B,10,TGT,eng,ces,100,guardian.306607,False,1630413384.967,1630413388.471
27632,130806,engces020c,translator-B,11,TGT,eng,ces,100,guardian.306607,False,1630413388.48,1630413393.319
27633,130811,engces020c,translator-B,12,TGT,eng,ces,100,guardian.306607,False,1630413393.327,1630413398.111
27635,130818,engces020c,translator-B,14,TGT,eng,ces,100,guardian.306607,False,1630413405.824,1630413409.44
27636,130822,engces020c,translator-B,15,TGT,eng,ces,100,guardian.306607,False,1630413409.447,1630413416.136
27637,130825,engces020c,translator-B,16,TGT,eng,ces,100,guardian.306607,False,1630413416.141,1630413421.744
27638,130826,engces020c,translator-B,17,TGT,eng,ces,100,guardian.306607,False,1630413421.75,1630413426.432
27639,130828,engces020c,translator-B,18,TGT,eng,ces,100,guardian.306607,False,1630413426.438,1630413434.113
27640,130831,engces020c,translator-B,19,TGT,eng,ces,99,guardian.306607,True,1630413434.117,1630413438.13
27641,130838,engces020c,CUNI-Marian-Baselines,0,TGT,eng,ces,100,sky.com.33889,False,1630413440.695,1630413451.651
27642,130839,engces020c,CUNI-Marian-Baselines,12,TGT,eng,ces,100,sky.com.33889,False,1630413544.958,1630413549.109
27643,130840,engces020c,CUNI-Marian-Baselines,2,TGT,eng,ces,100,sky.com.33889,False,1630413464.47,1630413469.907
27645,130844,engces020c,CUNI-Marian-Baselines,4,TGT,eng,ces,100,sky.com.33889,False,1630413479.148,1630413486.771
27646,130848,engces020c,CUNI-Marian-Baselines,5,TGT,eng,ces,100,sky.com.33889,False,1630413486.78,1630413493.082
27647,130849,engces020c,CUNI-Marian-Baselines,6,TGT,eng,ces,100,sky.com.33889,False,1630413493.093,1630413502.228
27648,130850,engces020c,CUNI-Marian-Baselines,7,TGT,eng,ces,100,sky.com.33889,False,1630413502.236,1630413509.339
27649,130851,engces020c,CUNI-Marian-Baselines,8,TGT,eng,ces,100,sky.com.33889,False,1630413509.348,1630413518.14
27650,130852,engces020c,CUNI-Marian-Baselines,9,TGT,eng,ces,100,sky.com.33889,False,1630413518.146,1630413526.212
27651,130857,engces020c,CUNI-Marian-Baselines,10,TGT,eng,ces,100,sky.com.33889,False,1630413526.219,1630413533.333
27652,130859,engces020c,CUNI-Marian-Baselines,11,TGT,eng,ces,100,sky.com.33889,False,1630413533.339,1630413544.951
27653,130861,engces020c,CUNI-Marian-Baselines,13,TGT,eng,ces,100,sky.com.33889,False,1630413549.118,1630413554.998
27654,130863,engces020c,CUNI-Marian-Baselines,14,TGT,eng,ces,100,sky.com.33889,False,1630413555.005,1630413560.334
27655,130864,engces020c,CUNI-Marian-Baselines,15,TGT,eng,ces,100,sky.com.33889,False,1630413560.341,1630413570.902
27656,130865,engces020c,CUNI-Marian-Baselines,16,TGT,eng,ces,100,sky.com.33889,False,1630413570.909,1630413581.017
27657,130866,engces020c,CUNI-Marian-Baselines,17,TGT,eng,ces,100,sky.com.33889,False,1630413581.026,1630413585.047
27658,130868,engces020c,CUNI-Marian-Baselines,18,TGT,eng,ces,100,sky.com.33889,False,1630413585.053,1630413591.087
27659,130869,engces020c,CUNI-Marian-Baselines,19,TGT,eng,ces,100,sky.com.33889,False,1630413591.095,1630413596.336
27661,130872,engces020c,Online-Y,0,TGT,eng,ces,100,thesun.co.uk.114364,False,1630413603.715,1630413616.568
27662,130874,engces020c,Online-Y,1,TGT,eng,ces,100,thesun.co.uk.114364,False,1630413616.579,1630413620.375
27663,130875,engces020c,Online-Y,2,TGT,eng,ces,100,thesun.co.uk.114364,False,1630413620.384,1630413632.025
27664,130877,engces020c,Online-Y,4,TGT,eng,ces,100,thesun.co.uk.114364,False,1630413644.24,1630413650.185
27670,130885,engces020c,Online-Y,11,TGT,eng,ces,100,thesun.co.uk.114364,False,1630413712.25,1630413721.42
27671,130886,engces020c,Online-Y,12,TGT,eng,ces,100,thesun.co.uk.114364,False,1630413721.427,1630413728.189
27677,130900,engces020c,Online-B,1,TGT,eng,ces,100,allafrica.53572,False,1630413875.942,1630413894.171
27679,130904,engces020c,Online-B,3,TGT,eng,ces,100,allafrica.53572,False,1630413912.972,1630413920.933
27680,130907,engces020c,Online-B,4,TGT,eng,ces,100,allafrica.53572,False,1630413920.941,1630413936.878
27681,130908,engces020c,Online-B,5,TGT,eng,ces,100,allafrica.53572,False,1630413936.889,1630413944.711
27683,130913,engces020c,Online-B,7,TGT,eng,ces,100,allafrica.53572,False,1630413957.248,1630413972.999
27684,130914,engces020c,Online-B,8,TGT,eng,ces,100,allafrica.53572,False,1630413973.006,1630413978.439
27685,130915,engces020c,Online-B,9,TGT,eng,ces,100,allafrica.53572,False,1630413978.449,1630413982.808
27686,130917,engces020c,Online-B,10,TGT,eng,ces,100,allafrica.53572,False,1630413982.813,1630413995.999
27687,130919,engces020c,Online-B,11,TGT,eng,ces,100,allafrica.53572,False,1630413996.006,1630414003.096
27689,130921,engces020c,Online-Y,0,TGT,eng,ces,100,express.co.uk.44069,False,1630414010.372,1630414020.802
27690,130922,engces020c,Online-Y,1,TGT,eng,ces,100,express.co.uk.44069,False,1630414020.813,1630414023.192
27691,130924,engces020c,Online-Y,2,TGT,eng,ces,100,express.co.uk.44069,False,1630414023.201,1630414037.586
27692,130925,engces020c,Online-Y,3,TGT,eng,ces,100,express.co.uk.44069,False,1630414037.594,1630414043.826
27694,130929,engces020c,Online-Y,5,TGT,eng,ces,100,express.co.uk.44069,False,1630414065.755,1630414072.652
27695,130932,engces020c,Online-Y,6,TGT,eng,ces,100,express.co.uk.44069,False,1630414072.658,1630414086.795
27697,130936,engces020c,Online-Y,8,TGT,eng,ces,100,express.co.uk.44069,False,1630414094.556,1630414102.181
27702,130956,engces020c,Online-B,3,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414200.097,1630414208.593
27703,130958,engces020c,Online-B,4,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414208.601,1630414219.513
27704,130961,engces020c,Online-B,5,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414219.522,1630414233.475
27705,130963,engces020c,Online-B,6,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414233.485,1630414245.747
27706,130965,engces020c,Online-B,7,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414245.753,1630414255.715
27707,130968,engces020c,Online-B,8,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414255.723,1630414263.838
27708,130970,engces020c,Online-B,9,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414263.849,1630414271.627
27709,130972,engces020c,Online-B,10,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414271.634,1630414283.284
27712,130978,engces020c,Online-B,13,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414308.917,1630414327.774
27713,130980,engces020c,Online-B,14,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414327.78,1630414337.222
27714,130982,engces020c,Online-B,15,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414337.228,1630414346.799
27715,130984,engces020c,Online-B,16,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414346.808,1630414351.855
27716,130987,engces020c,Online-B,17,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414351.863,1630414366.464
27717,130989,engces020c,Online-B,18,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414366.471,1630414371.032
27721,130999,engces020c,Online-B,4,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414415.709,1630414423.41
27722,131001,engces020c,Online-B,5,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414423.419,1630414435.106
27723,131002,engces020c,Online-B,6,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414435.116,1630414441.794
27724,131004,engces020c,Online-B,8,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414446.105,1630414450.444
27726,131035,engces020c,Online-B,15,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414524.479,1630414532.126
27727,131038,engces020c,Online-B,16,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414532.132,1630414535.758
27728,131045,engces020c,Online-B,18,TGT,eng,ces,100,dailymail.co.uk.432355,False,1630414548.679,1630414552.807
27730,131054,engces020c,translator-A,0,TGT,eng,ces,100,guardian.306645,False,1630414559.344,1630414569.792
27732,131061,engces020c,translator-A,2,TGT,eng,ces,100,guardian.306645,False,1630414580.466,1630414592.232
27733,131067,engces020c,translator-A,3,TGT,eng,ces,100,guardian.306645,False,1630414592.241,1630414600.576
27734,131070,engces020c,translator-A,4,TGT,eng,ces,100,guardian.306645,False,1630414600.585,1630414611.362
27735,131075,engces020c,translator-A,5,TGT,eng,ces,100,guardian.306645,False,1630414611.371,1630414619.522
27736,131081,engces020c,translator-A,6,TGT,eng,ces,100,guardian.306645,False,1630414619.529,1630414633.746
27737,131100,engces020c,translator-A,7,TGT,eng,ces,100,guardian.306645,False,1630414633.756,1630414702.125
27738,131103,engces020c,translator-A,8,TGT,eng,ces,100,guardian.306645,False,1630414702.132,1630414716.933
27739,131105,engces020c,translator-A,9,TGT,eng,ces,100,guardian.306645,False,1630414716.942,1630414725.774
27740,131108,engces020c,translator-A,10,TGT,eng,ces,100,guardian.306645,False,1630414725.781,1630414736.838
27741,131109,engces020c,translator-A,11,TGT,eng,ces,100,guardian.306645,False,1630414736.848,1630414745.111
27742,131112,engces020c,translator-A,12,TGT,eng,ces,100,guardian.306645,False,1630414745.118,1630414756.024
27743,131116,engces020c,translator-A,13,TGT,eng,ces,100,guardian.306645,False,1630414756.031,1630414767.248
27744,131118,engces020c,translator-A,14,TGT,eng,ces,100,guardian.306645,False,1630414767.255,1630414774.672
27745,131120,engces020c,translator-A,15,TGT,eng,ces,100,guardian.306645,False,1630414774.679,1630414778.232
27746,131122,engces020c,translator-A,16,TGT,eng,ces,100,guardian.306645,False,1630414778.241,1630414798.819
27747,131123,engces020c,translator-A,17,TGT,eng,ces,100,guardian.306645,False,1630414798.826,1630414807.137
27748,131125,engces020c,translator-A,18,TGT,eng,ces,100,guardian.306645,False,1630414807.143,1630414820.482
27749,131127,engces020c,translator-A,19,TGT,eng,ces,100,guardian.306645,False,1630414820.489,1630414829.427
27750,131128,engces020c,translator-A,20,TGT,eng,ces,100,guardian.306645,False,1630414829.435,1630414832.163
27751,131130,engces020c,translator-A,21,TGT,eng,ces,100,guardian.306645,False,1630414832.171,1630414839.507
27752,131133,engces020c,translator-A,22,TGT,eng,ces,100,guardian.306645,False,1630414839.515,1630414847.988
27753,131134,engces020c,translator-A,23,TGT,eng,ces,100,guardian.306645,False,1630414847.993,1630414855.828
27754,131136,engces020c,translator-A,24,TGT,eng,ces,100,guardian.306645,False,1630414855.835,1630414863.812
27755,131137,engces020c,translator-A,25,TGT,eng,ces,100,guardian.306645,True,1630414863.817,1630414866.301
27757,131143,engces020c,Facebook-AI,0,TGT,eng,ces,100,express.co.uk.44069,False,1630414895.575,1630414904.43
27758,131144,engces020c,Facebook-AI,1,TGT,eng,ces,100,express.co.uk.44069,False,1630414904.439,1630414915.75
27759,131145,engces020c,Facebook-AI,2,TGT,eng,ces,100,express.co.uk.44069,False,1630414915.758,1630414928.023
27760,131147,engces020c,Facebook-AI,3,TGT,eng,ces,100,express.co.uk.44069,False,1630414928.03,1630414933.192
27761,131149,engces020c,Facebook-AI,4,TGT,eng,ces,100,express.co.uk.44069,False,1630414933.201,1630414947.415
27762,131152,engces020c,Facebook-AI,5,TGT,eng,ces,100,express.co.uk.44069,False,1630414947.423,1630414952.824
27763,131156,engces020c,Facebook-AI,6,TGT,eng,ces,100,express.co.uk.44069,False,1630414952.831,1630414959.832
27764,131161,engces020c,Facebook-AI,7,TGT,eng,ces,100,express.co.uk.44069,False,1630414959.838,1630414967.361
27765,131165,engces020c,Facebook-AI,8,TGT,eng,ces,100,express.co.uk.44069,False,1630414967.368,1630414971.833
27766,131167,engces020c,Facebook-AI,9,TGT,eng,ces,100,express.co.uk.44069,True,1630414971.838,1630414974.625
27771,131262,engces020c,Online-Y,4,TGT,eng,ces,100,allafrica.53572,False,1630415155.984,1630415165.354
27772,131263,engces020c,Online-Y,5,TGT,eng,ces,100,allafrica.53572,False,1630415165.364,1630415172.473
27773,131264,engces020c,Online-Y,6,TGT,eng,ces,100,allafrica.53572,False,1630415172.483,1630415183.09
27775,131267,engces020c,Online-Y,8,TGT,eng,ces,100,allafrica.53572,False,1630415192.634,1630415201.515
27776,131269,engces020c,Online-Y,9,TGT,eng,ces,100,allafrica.53572,False,1630415201.527,1630415204.978
27777,131271,engces020c,Online-Y,10,TGT,eng,ces,100,allafrica.53572,False,1630415204.984,1630415217.419
27778,131273,engces020c,Online-Y,11,TGT,eng,ces,100,allafrica.53572,False,1630415217.425,1630415224.235
27780,131276,engces020c,translator-B,0,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415229.376,1630415241.444
27781,131278,engces020c,translator-B,1,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415241.457,1630415254.916
27782,131288,engces020c,translator-B,2,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415254.923,1630415264.117
27783,131296,engces020c,translator-B,3,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415264.123,1630415273.453
27784,131303,engces020c,translator-B,4,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415273.46,1630415291.03
27785,131305,engces020c,translator-B,5,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415291.039,1630415296.926
27787,131311,engces020c,translator-B,7,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415313.502,1630415327.503
27788,131314,engces020c,translator-B,8,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415327.509,1630415339.568
27789,131315,engces020c,translator-B,9,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415339.578,1630415348.561
27790,131316,engces020c,translator-B,10,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415348.568,1630415356.968
27791,131317,engces020c,translator-B,11,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415356.976,1630415361.457
27792,131320,engces020c,translator-B,12,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415361.464,1630415371.833
27793,131321,engces020c,translator-B,13,TGT,eng,ces,100,en.ndtv.com.75108,False,1630415371.84,1630415376.234
27794,131403,engces020c,translator-B,14,TGT,eng,ces,99,en.ndtv.com.75108,True,1630415376.238,1630415684.518
27795,132748,engces020e,CUNI-DocTransformer,3,TGT,eng,ces,100,seattle_times.253485,False,1630420118.663,1630420146.61
27796,132762,engces020e,CUNI-DocTransformer,5,TGT,eng,ces,100,seattle_times.253485,False,1630420163.785,1630420174.835
27797,132801,engces020e,CUNI-DocTransformer,11,TGT,eng,ces,100,seattle_times.253485,False,1630420233.948,1630420242.238
27799,132832,engces020e,CUNI-DocTransformer,0,TGT,eng,ces,100,seattle_times.253485,False,1630420273.904,1630420290.328
27800,132835,engces020e,CUNI-DocTransformer,1,TGT,eng,ces,100,seattle_times.253485,False,1630420290.336,1630420300.24
27801,132839,engces020e,CUNI-DocTransformer,2,TGT,eng,ces,100,seattle_times.253485,False,1630420300.246,1630420312.56
27802,132850,engces020e,CUNI-DocTransformer,3,TGT,eng,ces,99,seattle_times.253485,False,1630420312.566,1630420329.97
