Over 30 Employees Test Coronavirus Positive At Single Bank Branch In Tamil Nadu|Více než 30 zaměstnanců test koronavirus pozitivní na jedné pobočce banky v Tamil Nadu|mt
The spike in cases, coinciding with the staggered relaxation of lockdown guidelines in non-containment zones of the country, has propelled India to third on the list of most affected nations.|Prudký nárůst případů, který se časově shoduje s postupným uvolňováním pokynů pro uzavření v neuzavřených zónách země, posunul Indii na třetí místo v seznamu nejvíce postižených států.|mt
The spike in cases, coinciding with the staggered relaxation of lockdown guidelines in non-containment zones of the country, has propelled India to third on the list of most affected nations.|Prudký nárůst počtu případů, který se shoduje s ohromujícím uvolněním zásad uzamčení v nezadržovacích zónách země, posunul Indii na třetí místo na seznamu nejpostiženějších zemí.|mt
Spain quarantine: Do you need to quarantine in Spain?|Španělská karanténa: Potřebujete karanténu ve Španělsku?|mt
Spain quarantine: Do you need to quarantine in Spain?|Karanténa ve Španělsku: Musíte ve Španělsku do karantény?|mt
Spain quarantine: Do you need to quarantine in Spain?|Španělsko karanténa: Potřebujete karanténu ve Španělsku?|mt
Spain quarantine: Do you need to quarantine in Spain?|Karanténa ve Španělsku: Potřebujete karanténu ve Španělsku?|mt
Spain quarantine: Do you need to quarantine in Spain?|Karanténa Španělska: Potřebujete karanténu ve Španělsku?|mt
No - but if you return from Spain after midnight tonight, you will have to self isolate at home for 14 days.|Ne - ale pokud se ze Španělska vrátíte po dnešní půlnoci, budete se muset doma na 14 dní izolovat.|mt
No - but if you return from Spain after midnight tonight, you will have to self isolate at home for 14 days.|Ne, ale pokud se vrátíš ze Španělska po půlnoci, budeš se muset izolovat doma na 14 dní.|mt
No - but if you return from Spain after midnight tonight, you will have to self isolate at home for 14 days.|Ne – ale pokud se vrátíte ze Španělska po dnešní půlnoci, budete se muset doma izolovat na 14 dní.|mt
No - but if you return from Spain after midnight tonight, you will have to self isolate at home for 14 days.|Ne, ale jestli se dnes po půlnoci vrátíš ze Španělska, budeš se muset na 14 dní izolovat doma.|mt
No - but if you return from Spain after midnight tonight, you will have to self isolate at home for 14 days.|Ne - ale pokud se vrátíte ze Španělska po půlnoci dnes večer, budete se muset doma izolovat po dobu 14 dnů.|mt
No - but if you return from Spain after midnight tonight, you will have to self isolate at home for 14 days.|Ne - ale pokud se dnes večer po půlnoci vrátíte ze Španělska, budete se muset izolovat doma po dobu 14 dnů.|mt
No - but if you return from Spain after midnight tonight, you will have to self isolate at home for 14 days.|Ne – ale pokud se vrátíte ze Španělska dnes po půlnoci, budete se muset doma izolovat na 14 dní.|mt
No - but if you return from Spain after midnight tonight, you will have to self isolate at home for 14 days.|Ne – ale pokud se vrátíte ze Španělska po dnešní půlnoci, budete se muset na 14 dní izolovat doma.|mt
British Justice Secretary Humza Yousaf said: "The decision to exempt Spain earlier this week, was taken when the data showed there was an improvement in the spread of the virus.|Britský ministr spravedlnosti Humza Yousaf řekl: „Rozhodnutí vyjmout Španělsko na začátku tohoto týdne bylo přijato, když data ukázala, že došlo ke zlepšení v šíření viru.|mt
British Justice Secretary Humza Yousaf said: "The decision to exempt Spain earlier this week, was taken when the data showed there was an improvement in the spread of the virus.|Britský ministr spravedlnosti Humza Yousaf uvedl: „Rozhodnutí osvobodit Španělsko počátkem tohoto týdne bylo přijato, když údaje ukázaly, že došlo ke zlepšení šíření viru.|mt
British Justice Secretary Humza Yousaf said: "The decision to exempt Spain earlier this week, was taken when the data showed there was an improvement in the spread of the virus.|Řekl to britský ministr spravedlnosti Humza Yousaf: "Rozhodnutí o vynětí Španělska z karantény bylo přijato na začátku tohoto týdne, kdy údaje ukázaly, že došlo ke zlepšení šíření viru.|mt
British Justice Secretary Humza Yousaf said: "The decision to exempt Spain earlier this week, was taken when the data showed there was an improvement in the spread of the virus.|Britský ministr spravedlnosti Humza Yousaf řekl: „Rozhodnutí vyjmout Španělsko na začátku tohoto týdne bylo přijato, když údaje ukázaly, že došlo ke zlepšení šíření viru.|mt
British Justice Secretary Humza Yousaf said: "The decision to exempt Spain earlier this week, was taken when the data showed there was an improvement in the spread of the virus.|Britský ministr spravedlnosti Humza Yousaf řekl: "Rozhodnutí o osvobození Španělska počátkem tohoto týdne, bylo přijato, když údaje ukázaly, že došlo ke zlepšení šíření viru.|mt
British Justice Secretary Humza Yousaf said: "The decision to exempt Spain earlier this week, was taken when the data showed there was an improvement in the spread of the virus.|Britský ministr spravedlnosti Humza Yousaf řekl: "Rozhodnutí osvobodit Španělsko počátkem tohoto týdne bylo přijato, když údaje ukázaly, že došlo ke zlepšení šíření viru.|mt
British Justice Secretary Humza Yousaf said: "The decision to exempt Spain earlier this week, was taken when the data showed there was an improvement in the spread of the virus.|Britský ministr spravedlnosti Humza Yousaf řekl: „Rozhodnutí o vynětí Španělska začátkem tohoto týdne bylo přijato, když údaje ukázaly, že došlo ke zlepšení v šíření viru.|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|„Uvědomujeme si, že to bude zklamání. Vždy jsme však jasně říkali, že pečlivě sledujeme pandemickou situaci ve všech zemích a že můžeme požadovat odstranění země ze seznamu míst osvobozených od karanténních požadavků, pokud by se virus znovu objevil.“|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|"Oceňujeme, že to bude zklamání.Vždy jsme však měli jasno, že bedlivě sledujeme pandemickou situaci ve všech zemích a že možná budeme požadovat vyškrtnutí země ze seznamu míst vyňatých z karanténních požadavků, pokud by virus prokázal oživení."|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|„Oceňujeme, že to bude zklamáním. Vždy nám však bylo jasné, že pečlivě sledujeme pandemickou situaci ve všech zemích a že v případě, že se virus znovu objeví, můžeme požadovat odebrání země ze seznamu míst vyňatých z karanténních požadavků. . “|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|"Vážíme si toho, že to bude zklamání. Vždy jsme však jasně říkali, že pandemickou situaci ve všech zemích bedlivě sledujeme a že v případě obnovení viru můžeme vyžadovat vyjmutí země ze seznamu míst vyňatých z karanténních požadavků."|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|„Oceňujeme, že to bude zklamání. Vždy jsme však měli jasno, že pozorně sledujeme pandemickou situaci ve všech zemích a že můžeme požadovat vyškrtnutí země ze seznamu míst vyňatých z karanténních požadavků, pokud by virus vykázal opětovný výskyt.“|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|„Oceňujeme, že to bude zklamáním. Vždy jsme však byli jasní, že pozorně sledujeme pandemickou situaci ve všech zemích a že v případě, že virus prokáže oživení, můžeme požadovat vyřazení země ze seznamu míst, která jsou vyňata z karanténních požadavků.“|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|„Vážíme si toho, že to bude zklamání. Vždy jsme však měli jasno v tom, že bedlivě sledujeme pandemickou situaci ve všech zemích a že můžeme požadovat vyškrtnutí země ze seznamu míst vyňatých z karanténních požadavků, pokud by se virus znovu objevil.“|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|„Oceňujeme, že to bude zklamání. Vždy jsme však dávali jasně najevo, že bedlivě monitorujeme pandemickou situaci ve všech zemích a že můžeme požadovat vyjmutí země ze seznamu míst vyňatých z karanténních požadavků, pokud by se virus znovu objevil.“|mt
"We appreciate that this will be disappointing. However, we have always been clear we are closely monitoring the pandemic situation in all countries and that we may require to remove a country from the list of places exempt from quarantine requirements should the virus show a resurgence."|"Uvědomujeme si, že to pro nás bude zklamáním. Vždy jsme však jasně říkali, že pečlivě sledujeme pandemickou situaci ve všech zemích a že můžeme požadovat vyřazení země ze seznamu míst vyňatých z karanténních požadavků, pokud se virus znovu objeví."|mt
"It is still active and it is still deadly. Suppressing the virus, preventing it from being transmitted and protecting public health is our priority."|„Je stále aktivní a je stále smrtící. Potlačení viru, předcházení jeho přenosu a ochrana veřejného zdraví je naší prioritou.“|mt
"It is still active and it is still deadly. Suppressing the virus, preventing it from being transmitted and protecting public health is our priority."|"Je stále aktivní a stále smrtící. Potlačování viru, zabránění jeho přenosu a ochrana veřejného zdraví je naší prioritou."|mt
"It is still active and it is still deadly. Suppressing the virus, preventing it from being transmitted and protecting public health is our priority."|"Je stále aktivní a je stále smrtící. Naší prioritou je potlačení viru, zabránění jeho přenosu a ochrana veřejného zdraví."|mt
"It is still active and it is still deadly. Suppressing the virus, preventing it from being transmitted and protecting public health is our priority."|„Je stále aktivní a stále smrtelný. Naší prioritou je potlačit virus, zabránit jeho přenosu a chránit veřejné zdraví.“|mt
"It is still active and it is still deadly. Suppressing the virus, preventing it from being transmitted and protecting public health is our priority."|„Je stále aktivní a stále smrtící. Potlačení viru, zabránění jeho přenosu a ochrana veřejného zdraví jsou naší prioritou.“|mt
"It is still active and it is still deadly. Suppressing the virus, preventing it from being transmitted and protecting public health is our priority."|„Je stále aktivní a je stále smrtící. Potlačení viru, zabránění jeho přenosu a ochrana veřejného zdraví je naší prioritou.“|mt
"It is still active and it is still deadly. Suppressing the virus, preventing it from being transmitted and protecting public health is our priority."|"Stále je aktivní a stále je smrtelný. Potlačení viru, zabránění jeho přenosu a ochrana veřejného zdraví je naší prioritou."|mt
"It is still active and it is still deadly. Suppressing the virus, preventing it from being transmitted and protecting public health is our priority."|"Je stále aktivní a stále smrtící. Potlačování viru, prevence jeho přenosu a ochrana veřejného zdraví je naší prioritou."|mt
No rules around UK travellers arriving in Spain have been announced, however if you are travelling to Spain you should check for local regulations in your area.|Nebyla oznámena žádná pravidla týkající se britských cestujících přijíždějících do Španělska, pokud však cestujete do Španělska, měli byste zkontrolovat místní předpisy ve vaší oblasti.|mt
No rules around UK travellers arriving in Spain have been announced, however if you are travelling to Spain you should check for local regulations in your area.|Nebyla oznámena žádná pravidla týkající se cestujících ze Spojeného království, kteří přijíždějí do Španělska, nicméně pokud cestujete do Španělska, měli byste se podívat na místní předpisy ve vaší oblasti.|mt
No rules around UK travellers arriving in Spain have been announced, however if you are travelling to Spain you should check for local regulations in your area.|Žádná pravidla týkající se cestujících ve Velké Británii, kteří přijíždějí do Španělska, nebyla oznámena, pokud však cestujete do Španělska, měli byste zkontrolovat místní předpisy ve vaší oblasti.|mt
No rules around UK travellers arriving in Spain have been announced, however if you are travelling to Spain you should check for local regulations in your area.|Nebyla oznámena žádná pravidla týkající se britských cestujících přijíždějících do Španělska, nicméně pokud cestujete do Španělska, měli byste se podívat na místní předpisy ve vaší oblasti.|mt
No rules around UK travellers arriving in Spain have been announced, however if you are travelling to Spain you should check for local regulations in your area.|Nebyla oznámena žádná pravidla týkající se cestujících ve Spojeném království přijíždějících do Španělska, ale pokud cestujete do Španělska, měli byste se podívat na místní předpisy ve vaší oblasti.|mt
No rules around UK travellers arriving in Spain have been announced, however if you are travelling to Spain you should check for local regulations in your area.|Žádná pravidla týkající se cestujících z Velké Británie, kteří přijíždějí do Španělska, nebyla oznámena, ale pokud cestujete do Španělska, měli byste si ověřit místní předpisy ve vaší oblasti.|mt
No rules around UK travellers arriving in Spain have been announced, however if you are travelling to Spain you should check for local regulations in your area.|Nebyla oznámena žádná pravidla týkající se britských cestujících přijíždějících do Španělska, nicméně pokud cestujete do Španělska, měli byste zkontrolovat místní předpisy ve vaší oblasti.|mt
Spain's deputy emergency health director Maria Jose Sierra said:|Uvedla to španělská náměstkyně pro mimořádné situace Maria Jose Sierra.:|mt
Spain's deputy emergency health director Maria Jose Sierra said:|Španělská náměstkyně zdravotního stavu Maria Jose Sierra uvedla:|mt
Spain's deputy emergency health director Maria Jose Sierra said:|Zástupce španělského zdravotnického ředitele pro mimořádné situace Maria Jose Sierra řekl:|mt
Spain's deputy emergency health director Maria Jose Sierra said:|Náměstek ředitele španělského zdravotnictví pro mimořádné situace Maria Jose Sierra uvedl:|mt
Spain's deputy emergency health director Maria Jose Sierra said:|Španělská zástupkyně ředitele pro mimořádné situace Maria Jose Sierra řekla:|mt
Spain's deputy emergency health director Maria Jose Sierra said:|Zástupkyně ředitele španělské zdravotnické záchranné služby Maria José Sierra řekla:|mt
Spain's deputy emergency health director Maria Jose Sierra said:|Španělská zástupkyně ředitele krizového štábu Maria Jose Sierra řekla:|mt
Spain's deputy emergency health director Maria Jose Sierra said:|Španělská zástupkyně ředitele pro mimořádné zdravotní situace Maria Jose Sierra uvedla:|mt
Rock from Mars heads home after 600,000 years on Earth|Rock from Mars míří domů po 600 000 letech na Zemi|mt
Rock from Mars heads home after 600,000 years on Earth|Kámen z Marsu míří po 600 000 letech na Zemi domů|mt
Rock from Mars heads home after 600,000 years on Earth|Kámen z Marsu se po 600 000 letech na Zemi vrací domů|mt
Rock from Mars heads home after 600,000 years on Earth|Skála z Marsu míří domů po 600 000 letech na Zemi|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Tento týden bude do vesmíru vhozen malý kus skály na jednu z nejpodivnějších meziplanetárních cest, o jakou se kdy pokusili.|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Malý kousek skály bude tento týden vržen do vesmíru na jedné z nejpodivnějších meziplanetárních cest, jaké se kdy pokusily.|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Malý kus skály bude tento týden vyhozen do vesmíru na jednu z nejpodivnějších meziplanetárních cest, o jakou se kdy kdo pokusil.|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Malý kus horniny bude tento týden vymrštěn do vesmíru na jednu z nejpodivnějších meziplanetárních cest, o jakou se kdy kdo pokusil.|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Malý kousek skály bude tento týden vymrštěn do vesmíru při jedné z nejpodivnějších meziplanetárních plaveb, jaké se kdy pokusily.|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Malý kus skály bude tento týden vržen do vesmíru na jedné z nejpodivnějších meziplanetárních plaveb, o které se kdy pokusil.|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Malý kus kamene bude tento týden vržen do vesmíru při jedné z nejpodivnějších meziplanetárních cest, o které se kdy kdo pokusil.|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Malý kus kamene bude tento týden vržen do vesmíru na jednu z nejpodivnějších meziplanetárních cest, o které se kdy kdo pokusil.|mt
A small piece of rock will be hurled into space this week on one of the strangest interplanetary voyages ever attempted.|Malý kus skály bude tento týden vymrštěn do vesmíru na jednu z nejpodivnějších meziplanetárních cest, o jakou se kdy pokusili.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Malý kousek marsovského čediče o velikosti desetipencové mince bude ve čtvrtek vypuštěn na palubě americké robotické sondy a po sedmiměsíční cestě na svou domovskou planetu se vydá směrem k rudé planetě.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Maličký kousek marťanského čediče o velikosti deseti pencí bude ve čtvrtek vypuštěn na palubu americké robotické sondy a po sedmiměsíční cestě do svého domovského světa popohnán k rudé planetě.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Malý kousek marťanského čediče o velikosti mince 10p bude ve čtvrtek vypuštěn na palubu americké robotické sondy a bude poháněn směrem k červené planetě na sedmiměsíční cestě do jejího domovského světa.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Malý kousek marťanského čediče o velikosti 10p mince bude ve čtvrtek vypuštěn na palubě americké robotické sondy a poháněn směrem k rudé planetě na sedmiměsíční cestu do své domoviny.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Malý kousek marťanského čediče velikosti desetipencové mince bude ve čtvrtek vypuštěn na palubu americké robotické sondy a bude hnán k rudé planetě na sedmiměsíční cestě k jejímu domovskému světu.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Maličký kousek marťanského čediče o velikosti 10p mince bude ve čtvrtek vypuštěn na palubu americké robotické sondy a po sedmiměsíční cestě do domovského světa bude hnán k rudé planetě.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Malý kousek marťanského čediče o velikosti 10p mince bude ve čtvrtek vypuštěn na palubu americké robotické sondy a požene se k rudé planetě na sedmiměsíční cestu do jejího domovského světa.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Malý kousek marťanského čediče o velikosti mince 10p bude ve čtvrtek vypuštěn na palubu americké robotické sondy a poháněn směrem k rudé planetě na sedmiměsíční cestě do svého domovského světa.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Malý kousek marťanského čediča o velikosti 10p mince bude vypuštěn na palubu americké robotické sondy ve čtvrtek a na sedmiměsíční cestě do svého domovského světa se vrhne směrem k červené planetě.|mt
A tiny piece of Martian basalt the size of a 10p coin will be launched on board a US robot probe on Thursday and propelled towards the red planet on a seven-month journey to its home world.|Malý kousek marťanského čediku o velikosti 10 pencí bude vypuštěn na palubě americké robotické sondy ve čtvrtek a po sedmiměsíční cestě do jejího domovského světa se vyhoupe k rudé planetě.|mt
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, meziplanetární ekvivalent posílání uhlí do Newcastlu, bude klíčovou součástí nadcházející expedice NASA Mars 2020.|mt
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, meziplanetární ekvivalent posílání uhlí do Newcastlu, bude klíčovou součástí nadcházející expedice NASA na Mars 2020.|mt
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, která je meziplanetární obdobou vyslání uhlí do Newcastlu, bude tvořit klíčovou součást nadcházející expedice Nasa Mars 2020.|mt
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, meziplanetární ekvivalent posílání uhlí do Newcastlu, bude tvořit klíčovou část nastávající expedice NASA na Mars 2020.|mt
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, meziplanetární ekvivalent posílání uhlí do Newcastlu, bude klíčovou součástí nadcházející expedice NASA 2020 Mars.|mt
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, meziplanetární obdoba posílání uhlíků do Newcastlu, bude klíčovou součástí nadcházející expedice NASA na Mars 2020.|mt
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, meziplanetární ekvivalent posílání uhlí do Newcastlu, bude klíčovou součástí Nasovy nadcházející expedice na Mars 2020.|mt
This extraordinary odyssey, the interplanetary equivalent of sending coals to Newcastle, will form a key part of Nasa's forthcoming Mars 2020 expedition.|Tato mimořádná odysea, meziplanetární obdoba posílání uhlíků do Newcastlu, bude tvořit klíčovou součást nadcházející expedice NASA na Mars 2020.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Vesmírní inženýři tvrdí, že kámen – který darovalo Přírodovědné muzeum v Londýně – bude použit ke kalibraci detektorů na palubě robotického vozítka Perseverance poté, co přistane a začne pátrat po známkách minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Vesmírní inženýři říkají, že kámen – který byl darován Přírodopisným muzeem v Londýně – bude použit ke kalibraci detektorů na palubě robotického vozítka Perseverance poté, co přistane a začne pátrat po známkách minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Space engineers říct, že kámen, který věnovala Natural History Museum v Londýně - bude použit pro kalibraci detektorů na palubě robot rover Vytrvalost po přistane a začne jeho hledání známek minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Vesmírní inženýři tvrdí, že kámen - který darovalo Přírodovědné muzeum v Londýně - bude použit ke kalibraci detektorů na palubě robotického vozítka Perseverance poté, co přistane a začne pátrat po známkách minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Vesmírní inženýři tvrdí, že skála - kterou darovalo Přírodovědecké muzeum v Londýně - bude použita ke kalibraci detektorů na palubě robotického roveru Perseverance poté, co přistane a začne pátrat po známkách minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Vesmírní inženýři tvrdí, že skála, kterou darovalo Přírodovědecké muzeum v Londýně, bude použita ke kalibraci detektorů na palubě robota Rover Perseverance poté, co přistane a začne pátrat po známkách minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Vesmírní inženýři tvrdí, že skála – kterou darovalo Přírodopisné muzeum v Londýně – bude použita ke kalibraci detektorů na palubě robotického vozítka Perseverance poté, co přistane a začne hledat známky minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Kosmičtí inženýři říkají, že skála - která byla darována Přírodovědným muzeem v Londýně - bude použita ke kalibraci detektorů na palubě robotického vozítka Perseverance poté, co přistane a začne hledat známky minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Vesmírní inženýři říkají, že skála - kterou darovalo Přírodovědné muzeum v Londýně - bude použita k kalibraci detektorů na palubě robotového roveru Vytrvalost poté, co přistane a začne hledat známky minulého života na planetě.|mt
Space engineers say the rock - which has been donated by the Natural History Museum in London - will be used to calibrate detectors on board the robot rover Perseverance after it lands and begins its search for signs of past life on the planet.|Vesmírní inženýři říkají, že skála - kterou darovalo Přírodovědné muzeum v Londýně - bude použita ke kalibraci detektorů na palubě robotického roveru Perseverance poté, co přistane a začne hledat známky minulého života na planetě.|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé z marťanských meteoritů, které máme, jsou velmi křehké, ale tento jsme vybrali speciálně proto, že je tvrdý jako staré boty.|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé z marťanských meteoritů, které máme k dispozici, jsou velmi křehké, ale tento jsme vybrali právě proto, že je tvrdý jako staré boty|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé z marťanských meteoritů, které máme, jsou velmi křehké, ale tento jsme si vybrali právě proto, že je tvrdý jako staré boty.|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé marťanské meteority, které máme, jsou velmi křehké, ale vybrali jsme si právě tento, protože je tvrdý jako staré boty|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé z marťanských meteoritů, které máme, jsou velmi křehké, ale vybrali jsme si tento konkrétně proto, že je stejně tvrdý jako staré boty|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé z marsovských meteoritů, které máme, jsou velmi křehké, ale tento jsme vybrali právě proto, že je tvrdý jako staré boty.|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé marťanské meteority, které máme, jsou velmi křehké, ale vybrali jsme si tento speciálně proto, že je stejně tvrdý jako staré boty.|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé z marťanských meteoritů, které máme, jsou velmi křehké, ale tento jsme si vybrali speciálně proto, že je tvrdý jako staré boty|mt
Some of the Martian meteorites we have are very fragile, but we chose this one specifically because it's as tough as old boots|Některé marťanské meteority, které máme, jsou velmi křehké, ale vybrali jsme si tento speciálně proto, že je tvrdý jako staré boty|mt
"When you turn on instruments and begin to tune them up before using them for research, you calibrate them on materials that are going to be like the unknown substances you are about to study.|„Když zapnete přístroje a začnete je ladit, než je použijete k výzkumu, kalibrujete je na materiály, které budou jako neznámé látky, které se chystáte studovat.|mt
"When you turn on instruments and begin to tune them up before using them for research, you calibrate them on materials that are going to be like the unknown substances you are about to study.|„Když zapnete nástroje a začnete je ladit, než je použijete pro výzkum, kalibrujete je na materiály, které budou jako neznámé látky, které se chystáte studovat.|mt
"When you turn on instruments and begin to tune them up before using them for research, you calibrate them on materials that are going to be like the unknown substances you are about to study.|"Když zapnete přístroje a začnete je ladit před jejich použitím pro výzkum, kalibrujete je na materiálech, které budou podobné neznámým látkám, jež se chystáte studovat.|mt
"When you turn on instruments and begin to tune them up before using them for research, you calibrate them on materials that are going to be like the unknown substances you are about to study.|„Když zapnete přístroje a začnete je ladit před tím, než je použijete pro výzkum, kalibrujete je na materiály, které budou podobné neznámým látkám, které se chystáte studovat.|mt
"When you turn on instruments and begin to tune them up before using them for research, you calibrate them on materials that are going to be like the unknown substances you are about to study.|„Když zapnete přístroje a začnete je vylaďovat, než je použijete pro výzkum, kalibrujete je na materiálech, které se budou podobat neznámým látkám, které se chystáte studovat.|mt
"When you turn on instruments and begin to tune them up before using them for research, you calibrate them on materials that are going to be like the unknown substances you are about to study.|"Při zapnutí přístroje a zahájení naladit se před použitím pro výzkum, jejich kalibraci na materiály, které budou jako neznámé látky, který se chystáte studovat.|mt
"When you turn on instruments and begin to tune them up before using them for research, you calibrate them on materials that are going to be like the unknown substances you are about to study.|"Když zapnete přístroje a začnete je ladit, než je použijete k výzkumu, kalibrujete je na materiály, které budou podobné neznámým látkám, které se chystáte studovat.|mt
