Government Retires 15 More Senior Tax Officials On Graft Charges|Vláda poslala do důchodu dalších 15 vysokých daňových úředníků podezřelých z korupce|human
Crude oil is tested before export to make sure it complies with the standards of the refinery it is being shipped to. Crude oil from different fields can be identified according to a series of chemical signatures, including levels of sulfur and nitrogen, acidity and viscosity.|Surová ropa je před vývozem testována, aby se potvrdilo, že splňuje všechny normy rafinérie, do které je odesílána. Surovou ropu z různých polí lze identifikovat podle řady chemických vlastností, včetně hladiny síry a dusíku, kyselosti a viskozity.|human
The head of Brazil's oil agency ANP Decio Oddone said the agency believes the oil could have been spilled by a tanker transporting the crude far from the Brazilian coast, but added this possibility has not yet been confirmed yet. An ANP statement said there were no reports of spills by any operator of oil drilling rigs in the country.|Vedoucí brazilské ropné agentury ANP Decio Oddone řekl, že agentura se domnívá, že ropa se mohla vylít z tankeru, který přepravoval ropu daleko od brazilského pobřeží, ale tato teorie se ještě nepotvrdila. Prohlášení ANP obsahovalo, že u žádného ropného provozovatele ropných vrtů v zemi nedošlo k únikům.|human
Some marine turtles were contaminated by the oil. They were rescued alive in the state of Rio Grande do Norte and sent to rehabilitation centers. Other animals were found dead, Ibama said, without disclosing species or numbers.|Některé mořské želvy byly ropou kontaminovány. ve státě Rio Grande do Norte byly zachráněny a poslány do rehabilitačních center. Další zvířata byla nalezena mrtvá, řekla Ibama, aniž by upřesnila druhy a počet.|human
Skoda to provide drivers with voice activated digital assistant|Škoda představí řidičům digitální hlasovou asistentku|human
Skoda is to introduce a digital assistant that can be activated with a verbal command. In an announcement Wednesday, the Czech car maker said the digital assistant could be activated by the phrase "Okay, Laura."|Škoda představí digitální asistentku, kterou lze aktivovat slovním příkazem. Český výrobce automobilů ve středu oznámil, že digitální asistentku lze aktivovat oslovením „Okay, Lauro.“|human
The system, which supports six languages, is able to undertake a range of tasks including starting navigation to a destination and searching for music. It will initially be available in models of the Kamiq city SUV and the compact Scala. Part of the Volkswagen Group since 1991, the Skoda brand delivered 1.25 million vehicles globally in 2018, according to its annual report.|Systém, který ovládá šest jazyků, je schopen provádět celou řadu úkolů, včetně zahájení navigace do cíle a vyhledávání oblíbené hudby. Zpočátku bude k dispozici v modelech SUV Kamiq a kompaktním Scala. Podle výroční zprávy, jako součást skupiny Volkswagen od roku 1991, dodala v roce 2018 značka Škoda 1,25 milionu vozidel po celém světě.|human
The company's introduction of a virtual, voice activated assistant mirrors efforts by other manufacturers in the sector. Some BMW cars, for instance, are now equipped with an "intelligent personal assistant" which can be activated by using a button, a personal activation word or the phrase "Hello, BMW." Verbal commands can be used to, among other things, activate seat heating, get information on tire pressure, and adjust the in-car temperature.|Představení virtuální, hlasem aktivované asistentky zrcadlí úsilí ostatních výrobců v daném odvětví průmyslu. Například některá auta BMW jsou nyní vybavena „osobním inteligentním asistentem“, kterého lze aktivovat pomocí tlačítka, soukromého aktivačního hesla nebo oslovením „Dobrý den, BMW“. Slovní příkazy lze mimo jiné použít k aktivaci vyhřívání sedadel, k získání informací o tlaku v pneumatikách nebo nastavení teploty v autě.|human
"Voice is the ideal interaction tool in the vehicle," Jack Palmer, a senior connected car specialist at SBD Automotive, said in a statement sent to CNBC via email on Thursday.|„Hlas je ideálním nástrojem pro interakci ve vozidle,“ řekl Jack Palmer, automobilový senior specialista ve společnosti SBD Automotive, ve svém prohlášení zaslaném ve čtvrtek e-mailem společnosti CNBC.|human
"If the lion's share of commands from the driver can be inputted through virtual assistants, rather than fiddling around with touchscreens and buttons, the current epidemic of driver distraction will be greatly mitigated," Palmer added. "Automakers have realized this and the race is on for them to integrate their own solutions or partner with consumer electronics companies such as Google and Amazon."|„Pokud bude možné převážnou část příkazů od řidiče zadávat prostřednictvím virtuálních asistentů namísto manipulace s dotykovými obrazovkami a tlačítky, současný nešvar rozptylování řidičů bude výrazně snížen,“ dodal Palmer. „Výrobci si to uvědomili a navzájem soutěží, aby integrovali svá vlastní řešení nebo navázali partnerství se společnostmi v oblasti spotřební elektroniky, jako třeba Google a Amazon.“|human
Ghana: World Rabies Day Observed|Ghana: Připomínka Světového dne boje proti vzteklině|human
The 13th World Rabies Day was marked in Accra on Wednesday with a call on pet owners to vaccinate their dogs in order to safeguard the lives of the citizenry.|13. světový den boje proti vzteklině, který proběhl ve středu v Akkře, byl především výzvou pro majitele domácích zvířat, aby nechali očkovat své psy, a chránili tak životy dalších lidí.|human
It was aimed at highlighting the essential role of mass canine vaccination in rabies elimination in the country.|Cílem bylo vyzdvihnout nesmírnou důležitost masového očkování psů jako prevence proti šíření vztekliny.|human
Addressing the conference, the Assistant Director General and FAO Representative to Ghana, Mr Abebe Haile-Gabriel indicated that the issue of rabies could be minimised if efforts were geared towards vaccination and keeping stray animals away from humans especially children.|Při proslovu na konferenci naznačil náměstek generálního ředitele a zástupce FAO v Ghaně pan Abebe Haile-Gabriel, že riziko nakažení vzteklinou by se mohlo snížit na minimum, pokud bude vyvíjena snaha zaměřená na očkování a uchovávání toulavých zvířat mimo dosah lidí, zejména pak dětí.|human
According to him, the 'Zero by 30' Global Strategic Plan "of the 500,000 people who died from rabies each year, 40 per cent are children living in Asia and Africa," and called for holistic approach to deal with the situation to save kids from rabies.|Podle něj je „Zero by 30“ globálním strategickým plánem pro 500 000 lidí, kteří každý rok umírají na vzteklinu, z toho 40 procent tvoří děti žijící v Asii a Africe“, a vyzval k ucelenému přístupu k řešení situace, které by ochránilo děti před vzteklinou.|human
Mr Haile-Gabriel stated that most stray animals carried rabies and re-echoed the need for the country to supplement the United against Rabies 2030 strategy that requires the pet owners to vaccinate animals that carried zoonotic diseases.|Pan Haile-Gabriel prohlásil, že většina toulavých zvířat vzteklinu přenáší, a znovu zopakoval, že je zapotřebí, aby země přijala strategii Sjednocení proti vzteklině do roku 2030, jejímž požadavkem je, aby majitelé domácích mazlíčků nechali očkovat zvířata, která jsou nosiči zoonotických chorob.|human
He underscored the need for the country to embark on five-year campaign and vaccination programme to create awareness to eliminate potential exposure of human to rabies.|Zdůraznil, že je nutné, aby země zahájila pětiletou kampaň a očkovací program s cílem zvýšit povědomí o eliminaci hrozby nákazy vzteklinou pro člověka.|human
A comprehensive roadmap for progressive elimination of rabies, he noted had been rolled out through the Ghana Rabies and Prevention Action Plan (2018-2030) to end epidemics of neglected tropical diseases by 2030.|Uvedl, že komplexní plán postupného vymýcení vztekliny byl vypracován na základě Akčního plánu pro prevenci vztekliny v Ghaně (2018–2030), jehož cílem je do roku 2030 eliminovat výskyt epidemií opomíjených tropických chorob.|human
Mr Haile-Gabriel pledged the readiness of the FAO to collaborate with other stakeholders in preventing and controlling rabies in the country.|Pan Haile-Gabriel slíbil, že FAO je připravená spolupracovat s dalšími zúčastněnými stranami při prevenci a kontrole vztekliny v zemi.|human
Dr Owen Kaluwa, the World Health Organisation (WHO) Representative to Ghana observed that rabies was an endemic which had to be controlled to save lives.|Dr. Owen Kaluwa, zástupce Světové zdravotnické organizace (WHO) v Ghaně, upozornil, že vzteklina je endemická choroba, kterou je nutné mít pod kontrolou, aby byly zachráněny lidské životy.|human
Dr Kaluwa noted that 99 per cent of zoonotic disease like rabies was transmitted from dogs to humans, adding that One Health approach to controlling and ultimately eliminating human rabies was expedient.|Dr. Kaluwa poznamenal, že 99 % zoonotických chorob jako je vzteklina, se přenáší ze psů na člověka, a dodal, že přístup konceptu Jedno zdraví ke kontrole a následné eliminaci přenášení vztekliny na člověka je účelný.|human
Director of Veterinary Service, Dr Asiedu Baah lamented that rabies had become global burden.|Dr. Asiedu Baah, ředitel veterinární správy, vyjádřil lítost, že vzteklina se stala globálním problémem.|human
"Though rabies has no cure, the infection is vaccine preventable, hence its elimination is feasible therefore any animal owner must ensure their animals are vaccinated," he stated.|„Ačkoli vzteklinu nejde vyléčit, infekci lze zabránit očkováním, a proto je její eliminace možná, takže každý majitel zvířete musí zajistit, aby bylo jeho zvíře naočkováno,“ uvedl.|human
"It is increasingly clear that we will have to install a new prime minister via a vote of no confidence, so that we can request a delay to Brexit and hold an election," the source told ITV's Robert Peston.|„Je stále více zřejmé, že budeme muset dosadit nového předsedu vlády prostřednictvím hlasování o nedůvěře, abychom mohli požádat o odložení Brexitu a uspořádat volby,“ řekl zdroj Robertu Pestonovi z ITV.|human
"Trying to find a compromise candidate, a national unity candidate, is too complicated, especially in the time we have. Whether people like it or not, the temporary prime minister has to be Corbyn."|„Najít kandidáta na základě kompromisu, kandidáta národní jednoty, je příliš komplikované, zejména v současné situaci. Ať už se to lidem líbí nebo ne, prozatímním předsedou vlády musí být Corbyn.“|human
"We remain open to all options to achieve the aim of stopping a no-deal Brexit and getting rid of Boris Johnson."|„Zůstáváme otevření všem možnostem, abychom dosáhli zrušení Brexitu bez dohody a zbavili se Borise Johnsona.“|human
Matt de Grood shouldn't be punished because of schizophrenia stigma|Matt de Grood by neměl být trestán kvůli stigmatu schizofrenie|human
In 2016, Matthew de Grood, the man who killed five people at a house party in Calgary, was found to be not criminally responsible for his actions.|V roce 2016 se zjistilo, že Matthew de Grood, který zabil pět lidí na domácím večírku v Calgary, nebyl za své činy trestně odpovědný.|human
First, let's examine the more pessimistic side. De Grood did stab and kill five people during a psychotic break. It was a violent and unpredictable attack. He suffers from schizophrenia, which is why he was found not criminally responsible, but has since been seeing a psychiatrist and taking his medication. His psychiatrist, Dr. Santoch Rai, has said in front of the review board that "if Matthew de Grood were to commit another offence, it would be severe." Despite his perceived improvement, there is still risk of re-offense. But is this reason enough to remain afraid? Is it enough to keep de Grood locked up?|Nejprve se podívejme na pesimističtější pohled na věc. De Grood během psychózy pobodal a zabil pět lidí. Byl to násilný a nepředvídatelný útok. Trpí schizofrenií, a proto nebyl shledán trestně odpovědným, ale od té doby se vídá s psychiatrem a užívá léky. Jeho psychiatr Dr. Santoch Rai před revizní komisí prohlásil, že „pokud by se Matthew de Grood dopustil dalšího trestného činu, bylo by to pro něj velmi obtížné.“ Přes znatelné zlepšení jeho duševního stavu zde stále existuje riziko, že opět dojde k jeho zhoršení. Je to však důvodem, abychom se toho stále obávali? Jde o dostatečný argument, aby de Grood zůstal pod zámkem?|human
As long as de Grood continues to take his medication, there isn't a huge risk of reoffense, so why are people so concerned? I believe the stigma surrounding people with mental illness, particularly those with schizophrenia, largely influences this fear. Certain mental illnesses have become less stigmatized, such as mood and anxiety disorders. But others, including schizophrenia, remain highly stigmatized. This is in large part due to numerous portrayals of schizophrenics as dangerous people with voices in their heads telling them to kill people.|Dokud de Grood dál užívá léky, není zde velké riziko recidivy, tak proč jsou lidé tak znepokojeni? Věřím, že stigmata obklopující lidi trpící duševními chorobami, zejména ty se schizofrenií, do velké míry tento strach ovlivňuje. Některé duševní nemoci nesou menší stigmata, například poruchy nálady a stavy úzkosti. Ostatní, včetně schizofrenie, však zůstávají výrazně stigmatizované. Důvodem jsou z velké části četné charakteristiky schizofreniků jako nebezpečných lidí slyšících hlasy ve své hlavě, které jim říkají, aby zabíjeli lidi.|human
The EU transport commissioner-designate, Romanian socialist politician Rovana Plumb, and the proposed commissioner for EU enlargement, former Hungarian justice minister Laszlo Trocsanyi, were told their confirmation hearings could not go ahead because of inconsistencies in their financial statements, Reuters reported.|Jmenovaný komisař EU pro dopravu, rumunský socialistický politik Rovana Plumb a navrhovaný komisař pro rozšíření EU, bývalý maďarský ministr spravedlnosti László Trócsányi, byli informováni o tom, že jejich potvrzovací slyšení nemůže pokračovat kvůli nesrovnalostem v jejich finančních výkazech, uvedla agentura Reuters.|human
Being stuck on a long-haul flight within earshot of a crying baby could be a thing of the past for passengers on Japan Airlines (JAL), after the carrier unveiled an online booking tool that indicates where toddlers will be seated.|Být na dlouhé cestě letadlem a mít na doslech plačící dítě by se mohlo stát minulostí pro cestující aerolinek Japan Airlines (JAL), dopravce totiž představil nový online rezervační nástroj, ve kterém se zobrazuje, kde budou malé děti sedět.|human
The automaker is expected to report its quarterly vehicle deliveries in the next few days.|Očekává se, že automobilka ohlásí své čtvrtletní dodávky vozidel v několika příštích dnech.|human
Father Remains Hopeful That Suspect Who Fatally Shot Son One Year Ago Will Be Caught|Otec nepřestává doufat, že střelec, který před rokem zabil jeho syna, bude dopaden|human
It's been one year since a 20-year-old from Long Beach was fatally shot, but the victim's family isn't giving up hope that the shooter will be caught.|Je tomu již rok, co byl 20letý mladík z Long Beach smrtelně postřelen, ale rodina oběti se nevzdává naděje, že střelec bude dopaden.|human
"I wish I could trade places with you son, I wish I could trade places with you," Guy Alford, the victim's father, said.|„Přál bych si, abych tam byl místo tebe, synu, tolik bych si to přál,“ řekl Guy Alford, otec oběti.|human
Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.|Alford se vrátil na místo činu přesně rok poté, co byl jeho syn Guy Alford III zastřelen v restauraci Jack In The Box poblíž dvaapadesáté a Atlantiku. Řekl, že chce upozornit na nevyřešenou vraždu svého syna.|human
"Somebody knows something, they need to say something," he said.|„Někdo něco ví a musí to říct,“ prohlásil.|human
Security video, which has never been released, showed Alford stopped in the drive-thru when a second car pulled up behind him. Three suspects were then seen getting out of that car. One of them walked up to the driver's side, and shot Alford. The four people in Alford's car jumped out and ran. The suspects were then seen getting back into their car and driving away.|Záznam z bezpečnostní kamery, který nikdy nebyl zveřejněn, ukázal, že Alford zastavil během projížďky, když za ním zastavilo druhé auto. Poté jsou vidět tři podezřelí, jak vystupují z auta. Jeden z nich přišel na stranu řidiče a Alforda zastřelil. Další čtyři lidé v Alfordově autě z něj vyskočili a utekli pryč. Podezřelí se pak vrátili do svého auta a odjeli.|human
"Wherever this coward is, he will get caught," Alford said.|„Ať je ten zbabělec kdekoli, chytí ho,“ řekl Alford.|human
This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.|Truchlící otec řekl, že nemá tušení, kdo by chtěl jeho synovi ublížit, a řekl, že stále neví, kdo s ním byl v autě, když byl zastřelen.|human
"They upped and ran out of my son's car like that, where did you run to," Alford said. "Did you go back and try to help him or what? Nobody said nothing."|„Vystoupili a utekli z auta mého syna, kam utíkali?“ řekl Alford. „Vrátili jste se a pokusili jste se mu pomoci nebo co? Nikdo nic neřekl.“|human
Alford said his son was a star football player at Alemany High School, then a stand-out safety on the Long Beach City College football team. Alford said his son was working toward playing for a Division 1 school and had dreams of becoming a nurse.|Alford uvedl, že jeho syn byl prvotřídním fotbalovým hráčem na Alemanyho střední škole a poté ve fotbalovém týmu Long Beach City College. Alford řekl, že jeho syn současně hrál a pracoval pro školní divizi 1 a jeho snem bylo stát se zdravotníkem.|human
"He was working three jobs," Michael Harvey, a friend, said. "As somebody who's 21, he was a year younger than me, anybody with that type of hustle and work ethic, you tend to look up to."|„Měl tři zaměstnání,“ řekl Michael Harvey, přítel oběti. „Někdo, komu je 21 let, je o rok mladší než já, má silnou pracovní morálkou, k takovému člověku prostě vzhlížíte a obdivujete ho.“|human
As the investigation into the fatal shooting continues, Alford said he wasn't giving up either.|Vyšetřování osudové střelby stále pokračuje, ale Alford řekl, že se nevzdává.|human
"I can assure you, this one is going to get solved," he said.|„Mohu vás ujistit, že tenhle případ bude vyřešený,“ prohlásil.|human
Why The Times Published Details of the Whistle-Blower's Identity|Proč The Times zveřejnily podrobnosti o totožnosti oznamovatele|human
On Thursday, The Times published exclusive details about the identity of the whistle-blower whose claims led Democrats to begin an impeachment inquiry against President Trump this week. (The article reported that the whistle-blower is a C.I.A. officer who was previously detailed to work at the White House and had expertise on Ukraine.)|Ve čtvrtek noviny The Times zveřejnily exkluzivní podrobnosti o totožnosti oznamovatele, jehož prohlášení vedlo tento týden demokraty k zahájení ústavního vyšetřování proti prezidentu Trumpovi. (Článek informoval o tom, že oznamovatel je úředníkem C.I.A., který byl předtím detailně zasvěcen do práce v Bílém domě a měl odborné znalosti o Ukrajině.)|human
We took their concerns to Dean Baquet, The Times's executive editor, who responded to them in a discussion with the Reader Center:|Jejich obavy jsme přednesli Deanu Baquetovi, šéfredaktorovi novin, který na ně reagoval v diskusi se čtenářským centrem:|human
The president and some of his supporters have attacked the credibility of the whistle-blower, who has presented information that has touched off a landmark impeachment proceeding. The president himself has called the whistle-blower's account a "political hack job."|Prezident a někteří z jeho příznivců zpochybnili důvěryhodnost oznamovatele a jím dodané informace, které vyvolaly proces ústavního vyšetřování. Samotný prezident označil zprávu oznamovatele za „politickou práci hackera“.|human
China Says It Didn't Fight Any War Nor Invaded Foreign Land|Čína tvrdí, že nikdy nevyprovokovala žádnou válku ani nenapadla cizí zemi|human
China on Friday said it has not provoked a "single war or conflict" or "invaded a single square" of foreign land, skirting any reference to the 1962 war with India.|Čína v pátek uvedla, že nikdy nevyprovokovala „žádnou válku či konflikt“ ani „nenapadla jediný kousek“ žádné cizí země, čímž se vyhýbá jakékoli spojitosti s válkou s Indií v roce 1962.|human
"China has always been dedicated to resolving territorial and maritime delimitation disputes through negotiation and consultation," stated an official white paper released, four days ahead of the country set to celebrate its 70th anniversary of the leadership of the ruling Communist Party of China (CPC) on October 1.|„Čína se vždy snažila řešit spory o územní i námořní nároky prostřednictvím vyjednávání a konzultací,“ uvedlo oficiální prohlášení, které bylo zveřejněno čtyři dny před oslavou 70. výročí vlády Komunistické strany Číny (CPC) v zemi, které připadá na 1. října.|human
"China safeguards world peace through real actions. Over the past 70 years, China has not provoked a single war or conflict, nor invaded a single square of foreign land," the paper titled "China and the World in the New Era" said.|„Čína chrání světový mír reálnými činy. Za posledních 70 let Čína nevyvolala jedinou válku nebo konflikt ani nenapadla jediný kousek cizí země,“ stojí v prohlášení s názvem „Čína a svět v nové době“.|human
The white paper, while highlighting the CPS's "peaceful rise" made no reference of the bloody 1962 war with India and the vast tracts of land, especially in the Aksai Chin area, occupied by China.|Prohlášení, které zdůrazňuje „mírový vzestup“ CPS, se nijak nezmiňuje o krvavé válce z roku 1962 s Indií a o rozsáhlých oblastech, zejména v Aksai Čin, které Čína okupovala.|human
The Sino-India border dispute involving 3,488-km-long Line of Actual Control (LAC) remained unresolved. China also claims Arunachal Pradesh as part of South Tibet, which India contests.|Hraniční spor mezi Čínou a Indií týkající se 3 488 km dlouhé Linie aktuální kontroly (LAC) zůstal nevyřešený. Čína také tvrdí, že Arunáčalpradéš je součástí jižního Tibetu, což Indie zpochybňuje.|human
Besides the 1962 war, India and China had a major military standoff at Doklam in 2017 when the People's Liberation Army (PLA) tried to lay a road close to India"s narrow Chicken Neck corridor connecting with the North-Eastern states in an area also claimed by Bhutan.|Kromě války v roce 1962 hrozilo mezi Indií a Čínou vypuknutí většího vojenského konfliktu u Doklamské náhorní plošiny v roce 2017, když se Čínská lidová osvobozenecká armáda (PLA) pokusila vybudovat železnici poblíž úzkého indického koridoru Kuřecí krk, který spojuje západní a východní část Indie v oblasti nárokované také Bhútánem.|human
It was finally diplomatically resolved after which both sides pulled back their troops.|Nakonec bylo vše vyřešeno diplomatickou cestou a obě strany stáhly své vojenské jednotky.|human
"China has achieved full resolution of land border delimitation problems with 12 of its 14 neighbouring countries, and delineated the China-Vietnam maritime boundary in the Beibu Gulf," the white paper said, noting that since reform and opening up in 1978, the country has cut its armed forces "by over four million."|„Čína dosáhla úplného vyřešení problémů týkajících se vymezení suchozemských hranic s 12 ze svých 14 sousedních zemí a vymezila čínsko-vietnamskou námořní hranici v zálivu Beibu,“ uvedlo čínské prohlášení a vyzdvihlo fakt, že od reforem a otevření země zahraničnímu obchodu v roce 1978 Čína snížila počet svých ozbrojených sil „o více než čtyři miliony“.|human
Normally the monsoon in north India recedes by the beginning of September, but the average rainfall this month has been 37% above normal. If the situation continues for the remaining few days, it will be the latest the monsoon has ever receded in decades, according to experts in the India Meteorological Department.|Monzuny v severní Indii obvykle ustupují do začátku září, ale průměrný měsíční úhrn srážek v tomto měsíci byl o 37% nad hodnotou normálu. Pokud bude situace přetrvávat i po zbývajících několik dní, bude to podle odborníků indického meteorologického ústavu nejdéle, kdy za poslední desetiletí monzun ustoupil.|human
Many areas of the country are still getting unprecedented rain, the latest being the town of Pune in western India, where torrential rain on Wednesday and Thursday caused several deaths and havoc from collapsed buildings.|V mnoha oblastech země stále silně prší, nejnověji ve městě Púne v západní Indii, kde přívalové deště ve středu a ve čtvrtek způsobily úmrtí několika lidí a zmatky kvůli zříceným budovám.|human
Homes were flooded and people waded through streets with water up to their knees in scenes normally seen only at the height of the monsoon.|Domy byly zaplavené a lidé se brodili ulicemi vodou až na kolena na místech běžně viditelných jen ve výšce monzunu.|human
Other cities such as Kolkata, Lucknow and Hyderabad have also experienced heavy rainfall. Uttarakhand state in the north has seen extensive damage to homes from the prolonged rains.|Další města, jako jsou Kalkata, Lakhnaú a Haidarábád, také zažila silné srážky. Ve státě Uttarákhand na severu země způsobily dlouhodobé deště rozsáhlé škody na domovech lidí.|human
The extended monsoon is not welcome among farmers. "This amount of rain is not normal at this time of the year. It is making my vegetables - I've got cabbage, beans, peas and tomatoes at the moment - rot," said Prakash Mehra, a small farmer in Bhimtal in Uttarakhand.|Prodloužené monzunové období nevidí farmáři rádi. „Takové množství deště není v této roční době normální. Způsobuje – momentálně u zelí, fazolí, hrášku a rajčat – hnilobu mojí zeleniny,“ řekl Prakash Mehra, malý farmář z Bhimtalu v Uttarákhandu.|human
Festivals are also at risk. The next big festival is Dussehra on 8 October, when Hindus erect giant, comic book-style effigies of Ravana, a figure from the Hindu epic The Ramayana who sports a bushy moustache and an evil grin.|Ohroženy jsou také společenské akce. Velkým festivalem je Dussehra slavená 8. října, kdy Hindové vztyčují obří komiksové podobizny Rávany, postavy z hinduistického eposu Rámájana, který se okázale pyšní hustým knírem a poťouchlým úsměvem.|human
Death of Chinese activist in police custody prompts calls for investigation into torture|Smrt čínského aktivisty v policejní vazbě vyvolala požadavek na vyšetřování údajného mučení|human
Wang Meiyu, 38, was detained in July after he stood outside the Hunan provincial police department holding a sign that called on Xi and Chinese premier Li Keqiang to resign and implement universal suffrage in China. He was later charged with "picking quarrels and provoking trouble," a vague offence often given to dissidents.|Wang Meiyu (38) byl zadržen v červenci poté, co stál před okresním policejním oddělením Hunan a držel transparent, na kterém vyzýval Xi Jinpinga a čínského premiéra Li Keqianga, aby odstoupili z funkcí a zavedli všeobecné volební právo v Číně. Později byl obviněn z „provokace k hádkám a vyvolávání potíží“, což je častý trestný čin přisuzovaný v Číně disidentům.|human
According to Radio Free Asia, Cao said police pressured her to accept their statement that Wang's death had been an accident but she refused. An officer at the Hengyang police station said he could not comment on the case. Wang's mother told the Guardian the family has been offered compensation of more than 2 million yuan (about $220,000).|Podle rádia Svobodná Asie Cao uvedla, že policie na ni vyvíjí nátlak, aby přijala její prohlášení, že Wangova smrt byla nehoda, ale odmítla. Policejní důstojník ze stanice Hengyang sdělil, že se k případu nemůže vyjádřit. Wangova matka řekla novinám The Guardian, že rodině byla nabídnuta kompenzace ve výši více než 2 miliony juanů (asi 220 000 dolarů).|human
"Giving compensation without an investigation or criminal accountability for the perpetrator is not true redress nor will it effectively prevent torture," said Frances Eve, deputy director of research at CHRD.|„Poskytnutí odškodnění bez vyšetřování nebo trestní odpovědnosti pachatele není skutečným opravným prostředkem ani účinně nezabrání mučení,“ uvedla Frances Eveová, zástupkyně ředitele pro výzkum v CHRD.|human
Wang's death follows after those of other activists including grassroots lawyer Ji Sizun, who died in police custody in July, Uighur scholar Muhammad Salih Hajim who died last year. Nobel laureate winner Liu Xiaobo who was denied cancer treatment died in 2017 while serving an 11-year-prison sentence and activist Cao Shunli died in 2014, detained after attempting to attend a UN session on human rights in China.|Wangova smrt následovala po úmrtí dalších aktivistů, mezi nimiž byli právník z řad místních občanů Ji Sizun, který v červenci zemřel v policejní vazbě, nebo Uighurský učenec Muhammad Salih Hajim, který zemřel v loňském roce. Nositel Nobelovy ceny laureátů Liu Xiaobo, kterému byla odepřena léčba rakoviny, zemřel v roce 2017 při výkonu 11letého trestu odnětí svobody, a aktivista Cao Shunli zemřel po zatčení v roce 2014, když se předtím pokusil zúčastnit zasedání Rady OSN pro lidská práva v Číně.|human
Wang, who began his work as an activist when his home was forcibly demolished, has been detained and claimed to have suffered torture before.|Wang, který začal působit jako aktivista poté, co byl jeho dům násilně zbořen, byl zadržen a prohlásil, že byl předtím podroben mučení.|human
Nestle tightens controls on coffee beans after weedkiller scare|Nestlé zpřísňuje kontrolu kávových zrn kvůli obavám z herbicidů|human
The world's largest coffee company said in a statement Friday that it had found glyphosate residues close to the maximum allowed in some deliveries of green coffee beans.|Největší kávová společnost na světě v pátek oznámila, že v některých dodávkách zelených kávových zrn zjistila stopy glyfosátu blížící se povolenému maximu.|human
Nestle's (NSRGF) decision to increase the frequency of checks was unlikely to disrupt global coffee supply chains, a spokesperson said. "This is not a new process, we are just reinforcing controls," the spokesperson told CNN Business. Tests were done before the coffee was shipped from the countries of origin.|Rozhodnutí společnosti Nestle (NSRGF) o větším počtu kontrol pravděpodobně naruší globální dodavatelské řetězce kávy, uvedl mluvčí. „Nejedná se o nový proces, pouze zvyšujeme kontroly,“ řekl televizi CNN Business. Testy byly provedeny před expedicí kávy ze zemí původu.|human
Nestle would start with suppliers in Indonesia and Brazil, since these countries are among the world's biggest coffee producers.|Nestle začne s kontrolami u dodavatelů v Indonésii a Brazílii, protože tyto země patří mezi největší světové producenty kávy.|human
Brands such as Nescafe and Nespresso make up a sizable chunk of Nestle's powdered and liquid beverages business, which generated sales of 21.6 billion Swiss francs ($21.7 billion) in 2018. Nestle last year agreed a deal to sell Starbucks' packaged coffees and teas around the world.|Značky jako Nescafe a Nespresso tvoří značnou část podnikání firmy Nestle s práškovými a tekutými nápoji, její obrat v roce 2018 dosáhl výše 21,6 miliard švýcarských franků (21,7 miliard USD). Nestle v loňském roce uzavřela dohodu se společností Starbucks o prodeji kávy a čaje po celém světě.|human
Glyphosate is used on more than 100 food crops, according to the EPA. Scientists at an environmental advocacy group with links to the organic food industry say several popular breakfast cereals contain doses of the chemical that are higher than they consider safe for children.|Glyfosát se podle EPA používá ve více než 100 potravinářských plodin. Vědci ze skupiny se zaměřením na ochranu životního prostředí s vazbami na odvětví biopotravin tvrdí, že několik oblíbených cereálií, které si lidé dávají k snídani, obsahuje větší množství chemických látek oproti standardnímu limitu, který je považován za bezpečný pro děti.|human
Pit bull dies of snake bites while protecting Florida boys|Pitbul zemřel po hadím uštknutí, když bránil chlapce na Floridě|human
Gary Richardson told WOFL-TV the boys were outside the family's home in Sumter County, Florida, on Monday, cleaning Zeus' water dish when the venomous coral snake slithered toward them. Richardson says the children didn't see the snake but the dog did and attacked it.|Gary Richardson řekl televizi WOFL, že chlapci se nacházeli v pondělí před rodinným domem v Sumter County na Floridě a čistili Zeusovu misku na vodu, když se k nim připlazil jedovatý korálovec. Richardson řekl, že děti hada neviděli, ale pes ho zaregistroval a zaútočil na něj.|human
Men undergoing surgery for prostate cancer fare as well without radiotherapy|Muži, kteří trpí rakovinou prostaty a jdou na operaci, nemusejí podstoupit radioterapii|human
Men undergoing surgery for prostate cancer fare just as well without radiotherapy, a major study has found.|Muži, kteří trpí rakovinou prostaty a jdou na operaci, nemusejí podstoupit radioterapii, zjistila studie.|human
The findings, from the the largest ever trial examining those having surgery for the disease, could spare thousands from gruelling treatment which can have distressing side-effects.|Výsledky největšího výzkumu, který se zaměřil na pacienty s plánovaným chirurgickým zákrokem u této nemoci, by mohly ušetřit tisícům pacientů vyčerpávající léčbu, která může mít i nepříjemné vedlejší účinky.|human
The Royal Marsden study involved 1,400 men being treated for prostate cancer.|Studie nemocničního zařízení Royal Marsden zkoumala celkem 1 400 mužů, kteří se léčili s rakovinou prostaty.|human
