Government Retires 15 More Senior Tax Officials On Graft Charges|Vláda odejde do důchodu 15 dalších vyšších daňových úředníků na poplatcích za odškodnění|mt
Weeks ago, worldwide media reported that the former pilot had been admitted for treatment at a hospital in Paris. Sabine Kehm, Schumi's long-time manager and longtime family friend of the Schumacher family, made the statement.|Před několika týdny celosvětová média informovala, že bývalý pilot byl přijat k ošetření v nemocnici v Paříži. Sabine Kehmová, Schumiho dlouholetá manažerka a dlouholetá rodinná přítelkyně Schumacherovy rodiny, učinila prohlášení.|mt
"Michael's health is not a public issue, so we will not comment on it, if only because we need to protect Michael's privacy as much as possible," Kehm stated. "We realise that this is difficult for some people to understand, but we do so in perfect accordance with Michael's attitude and can only thank you for being understanding,"|„Michaelovo zdraví není veřejnou záležitostí, takže se k němu nebudeme vyjadřovat, už jen proto, že musíme co nejvíce chránit Michaelovo soukromí,“ prohlásil Kehm. „Uvědomujeme si, že to někteří lidé těžko chápou, ale činíme tak v naprostém souladu s Michaelovým postojem a můžeme vám jen poděkovat za pochopení,“|mt
"Michael's health is not a public issue, so we will not comment on it, if only because we need to protect Michael's privacy as much as possible," Kehm stated. "We realise that this is difficult for some people to understand, but we do so in perfect accordance with Michael's attitude and can only thank you for being understanding,"|„Michaelovo zdraví není veřejná záležitost, takže se k němu nebudeme vyjadřovat, už jen proto, že potřebujeme co nejvíce chránit Michaelovo soukromí,“ prohlásila Kehmová. „Uvědomujeme si, že je to pro některé lidi těžké pochopit, ale činíme tak v naprostém souladu s Michaelovým postojem a můžeme vám jen poděkovat za pochopení,“|mt
"Michael's health is not a public issue, so we will not comment on it, if only because we need to protect Michael's privacy as much as possible," Kehm stated. "We realise that this is difficult for some people to understand, but we do so in perfect accordance with Michael's attitude and can only thank you for being understanding,"|„Michaelovo zdraví není veřejnou záležitostí, takže se k němu nebudeme vyjadřovat, už jen proto, že potřebujeme co nejvíce chránit Michaelovo soukromí,“ prohlásila Kehmová. „Uvědomujeme si, že pro některé lidi je těžké to pochopit, ale děláme to v naprostém souladu s Michaelovým postojem a můžeme vám jen poděkovat za pochopení,“|mt
"Michael's health is not a public issue, so we will not comment on it, if only because we need to protect Michael's privacy as much as possible," Kehm stated. "We realise that this is difficult for some people to understand, but we do so in perfect accordance with Michael's attitude and can only thank you for being understanding,"|"Michael zdraví není veřejná otázka, takže nebudeme komentovat to, i kdyby jen proto, že musíme chránit Michael soukromí co nejvíce," uvedl Kehm. "Uvědomujeme si, že je to pro některé lidi těžké pochopit, ale činíme tak v dokonalém souladu s Michaelovým postojem a můžeme vám jen poděkovat za pochopení,"|mt
Are hopes for a nuclear-free world realistic?|Jsou naděje na svět bez jaderných zbraní realistické?|mt
Are hopes for a nuclear-free world realistic?|Jsou naděje na svět bez jaderných zbraní reálné?|mt
Since then, wherever conflict between major powers rises, so does the threat of a nuclear war.|Od té doby všude tam, kde sílí konflikt mezi velmocemi, sílí i hrozba jaderné války.|mt
Since then, wherever conflict between major powers rises, so does the threat of a nuclear war.|Od té doby všude, kde konflikt mezi hlavními mocnostmi narůstá, roste i hrozba jaderné války.|mt
Since then, wherever conflict between major powers rises, so does the threat of a nuclear war.|Od té doby, kdekoliv vzroste konflikt mezi velmocemi, vzroste i hrozba jaderné války.|mt
Since then, wherever conflict between major powers rises, so does the threat of a nuclear war.|Od té doby všude tam, kde dojde ke konfliktu mezi velmocemi, roste i hrozba jaderné války.|mt
Various treaties have attempted to suppress that threat, yet today there are nearly 14,000 nuclear weapons based around the world.|Různé smlouvy se pokoušely tuto hrozbu potlačit, přesto je dnes po celém světě rozmístěno téměř 14 000 jaderných zbraní.|mt
Various treaties have attempted to suppress that threat, yet today there are nearly 14,000 nuclear weapons based around the world.|Různé smlouvy se pokusily tuto hrozbu potlačit, ale dnes je po celém světě založeno téměř 14 000 jaderných zbraní.|mt
Various treaties have attempted to suppress that threat, yet today there are nearly 14,000 nuclear weapons based around the world.|Různé smlouvy se pokusily tuto hrozbu potlačit, ale dnes je po celém světě umístěno téměř 14 000 jaderných zbraní.|mt
Various treaties have attempted to suppress that threat, yet today there are nearly 14,000 nuclear weapons based around the world.|Různé smlouvy se pokusily tuto hrozbu potlačit, ale dnes je po celém světě rozmístěno téměř 14 000 jaderných zbraní.|mt
Meghan to 'fulfil her heart's desires' and refuses let own needs 'fade away' amid her royal duties|Meghan má „naplnit touhy svého srdce“ a odmítá nechat vlastní potřeby „vyblednout“ uprostřed svých královských povinností|mt
Meghan Markle is determined to 'fulfil her heart's desires' and not let her own needs 'fade away' now she's a member of the Royal Family - and wants to be a role model for young boys as well as girls.|Meghan Markle je odhodlaná „naplnit touhy svého srdce“ a nenechat své vlastní potřeby „zmizet“, když je teď členkou královské rodiny – a chce být vzorem pro mladé chlapce i dívky.|mt
Woodstock Exchange, the UK-SA Tech Hub, focuses on skills development and access to markets by assisting entrepreneurs, particularly women, to acquire skills, resources and support.|Woodstock Exchange, britsko-americké technologické centrum, se zaměřuje na rozvoj dovedností a přístup na trhy tím, že pomáhá podnikatelům, zejména ženám, získat dovednosti, zdroje a podporu.|mt
Woodstock Exchange, the UK-SA Tech Hub, focuses on skills development and access to markets by assisting entrepreneurs, particularly women, to acquire skills, resources and support.|Woodstock Exchange, UK-SA Tech Hub, se zaměřuje na rozvoj dovedností a přístup na trhy tím, že pomáhá podnikatelům, zejména ženám, získat dovednosti, zdroje a podporu.|mt
The Ladies Who Launch meeting saw the former actress, 38, meet with several women who have set up their own businesses in industries such as technology, conservation and fashion and praise them for 'empowering the next generation' of creative minds.|Na schůzce Ladies Who Launch se bývalá osmatřicetiletá herečka setkala s několika ženami, které si založily vlastní podniky v odvětvích, jako jsou technologie, ochrana přírody a móda, a pochválila je za to, že „posílily další generaci“ kreativních mozků.|mt
The Ladies Who Launch meeting saw the former actress, 38, meet with several women who have set up their own businesses in industries such as technology, conservation and fashion and praise them for 'empowering the next generation' of creative minds.|Na setkání Ladies Who Launch se bývalá osmatřicetiletá herečka setkala s několika ženami, které si založily vlastní podniky v odvětvích, jako jsou technologie, ochrana přírody a móda, a chválí je za to, že „posílí příští generaci“ tvůrčích myslí.|mt
During a conversation with the female tech founders Meghan, who has campaigned vigorously for the empowerment of young women and girls, said she hopes to do the same for young men.|Během rozhovoru se zakladatelkami ženských technologií Meghan, která intenzivně vedla kampaň za posílení postavení mladých žen a dívek, prohlásila, že doufá, že totéž udělá i pro mladé muže.|mt
During a conversation with the female tech founders Meghan, who has campaigned vigorously for the empowerment of young women and girls, said she hopes to do the same for young men.|Během rozhovoru se zakladatelkami techniky Meghan, která vedla energickou kampaň za posílení postavení mladých žen a dívek, řekla, že doufá, že totéž udělá pro mladé muže.|mt
Mother-of-two Naadiya Moosajee, a South African engineer, social entrepreneur and co-founder of Women in Engineering, revealed: 'We acknowledged the importance of not just education for girls but being role models for boys - that we are women who are influential and who boys can look up to as well,' People reports.|Matka dvou dětí Naadiya Moosajee, jihoafrická inženýrka, sociální podnikatelka a spoluzakladatelka organizace Women in Engineering, prozradila: „Uznali jsme důležitost nejen vzdělávání dívek, ale i toho, že jsme vzorem pro chlapce – že jsme ženy, které mají vliv a ke kterým mohou vzhlížet i chlapci,“ píší People.|mt
Mother-of-two Naadiya Moosajee, a South African engineer, social entrepreneur and co-founder of Women in Engineering, revealed: 'We acknowledged the importance of not just education for girls but being role models for boys - that we are women who are influential and who boys can look up to as well,' People reports.|Matka dvou dětí Naadiya Moosajee, jihoafrická inženýrka, sociální podnikatelka a spoluzakladatelka organizace Women in Engineering, prozradila: „Uznali jsme důležitost nejen vzdělávání dívek, ale i toho, že jsme vzory pro chlapce – že jsme ženy, které jsou vlivné a ke kterým chlapci mohou také vzhlížet,“ píše People.|mt
She added that having Meghan present 'didn't feel hierarchical', as it was 'women gathered together and a talk about the struggles we have, as well as the things we need to do to move forward and grow and change our societies'.|Dodala, že přítomnost Meghan „necítila se hierarchicky“, protože to bylo „ženy shromážděné a mluvily o bojích, které máme, stejně jako o věcech, které musíme udělat, abychom se posunuli kupředu a rostli a změnili naše společnosti“.|mt
She added that having Meghan present 'didn't feel hierarchical', as it was 'women gathered together and a talk about the struggles we have, as well as the things we need to do to move forward and grow and change our societies'.|Dodala, že přítomnost Meghan „nepůsobí hierarchicky“, protože jde o „ženy, které se shromáždily a hovoří o bojích, které máme, a také o věcech, které musíme udělat, abychom se posunuli kupředu a rostli a měnili naše společnosti“.|mt
'She talked about being a mother and having duties as a duchess and fulfilling what her heart desires - and that it can't just fade away now that you're a duchess,' Modise recalled.|„Mluvila o tom, že je matkou a má povinnosti jako vévodkyně a plní to, po čem její srdce touží – a že to nemůže jen tak zmizet, když jsi teď vévodkyně,“ vzpomínala Modise.|mt
'She talked about being a mother and having duties as a duchess and fulfilling what her heart desires - and that it can't just fade away now that you're a duchess,' Modise recalled.|„Mluvila o tom, že je matkou a má povinnosti jako vévodkyně a plní to, po čem její srdce touží – a že teď, když jsi vévodkyně, nemůže jen tak zmizet,“ vzpomínal Modise.|mt
'That you have to be true to who you are.'|„Že musíš být věrná tomu, kým jsi.“|mt
'She wasn't referring to being a royal, but life in general when you have challenges,' Modise added, admitting she felt a bit 'awestruck' by Meghan.|„Nemluvila o tom, že je královská, ale o životě obecně, když máte výzvy,“ dodala Modise a přiznala, že se Meghan cítila trochu ,ohromená'.|mt
'She wasn't referring to being a royal, but life in general when you have challenges,' Modise added, admitting she felt a bit 'awestruck' by Meghan.|„Nenarážela na to, že je z královské rodiny, ale na život obecně, když máte výzvy,“ dodala Modise a přiznala, že se od Meghan cítí trochu „ohrožená“.|mt
The home secretary could then step in to tackle the problem if no progress is made.|Ministr vnitra by se pak mohl zapojit do řešení problému, pokud nedojde k žádnému pokroku.|mt
Tees Valley mayor Ben Houchen said the report described the "worst findings ever into any police force in the country" which was "finally the official validation" that the force is "broken" and said the Home Office needed to intervene now.|Starosta Tees Valley Ben Houchen řekl, že zpráva popisuje „nejhorší nálezy všech policejních sil v zemi“, které byly „konečně oficiálním potvrzením“, že síly jsou „zlomené“, a uvedl, že ministerstvo vnitra musí zasáhnout hned.|mt
He said he had received assurances from the current chief constable Richard Lewis that "swift action" was taken as soon as he became aware of the failings.|Řekl, že se mu dostalo ujištění od současného policejního náčelníka Richarda Lewise, že „rychlá akce“ byla podniknuta, jakmile si uvědomil selhání.|mt
He said he had received assurances from the current chief constable Richard Lewis that "swift action" was taken as soon as he became aware of the failings.|Řekl, že obdržel ujištění od současného policejního náčelníka Richarda Lewise, že „rychlá akce“ byla přijata, jakmile se dozvěděl o nedostatcích.|mt
He said he had received assurances from the current chief constable Richard Lewis that "swift action" was taken as soon as he became aware of the failings.|Řekl, že dostal ujištění od současného šéfa policie Richarda Lewise, že „rychlá akce“ byla přijata, jakmile se dozvěděl o nedostatcích.|mt
"The vessel has left the port of Bandar Abbas and is transiting to Dubai for the crew to disembark and receive medical checks and debriefing," Hanell said. "The families of crew members have been informed and the Company is currently making arrangements for the repatriation of its valued seafarers at the earliest possible opportunity."|„Plavidlo opustilo přístav Bandar Abbás a proplouvá do Dubaje, aby se posádka vylodila a podrobila se lékařským prohlídkám a výslechu,“ řekl Hanell. „Rodiny členů posádky byly informovány a Společnost v současné době zařizuje repatriaci svých vážených námořníků při nejbližší možné příležitosti.“|mt
"The vessel has left the port of Bandar Abbas and is transiting to Dubai for the crew to disembark and receive medical checks and debriefing," Hanell said. "The families of crew members have been informed and the Company is currently making arrangements for the repatriation of its valued seafarers at the earliest possible opportunity."|„Plavidlo opustilo přístav Bandar Abbas a přeplouvá do Dubaje, kde se posádka vylodí a dostane lékařské prohlídky a hlášení,“ řekl Hanell. „Rodiny členů posádky byly informovány a Společnost v současné době připravuje opatření pro co nejrychlejší repatriaci svých vážených námořníků.“|mt
"The vessel has left the port of Bandar Abbas and is transiting to Dubai for the crew to disembark and receive medical checks and debriefing," Hanell said. "The families of crew members have been informed and the Company is currently making arrangements for the repatriation of its valued seafarers at the earliest possible opportunity."|„Plavidlo opustilo přístav Bandar Abbas a proplouvá do Dubaje, aby posádka vystoupila a obdržela lékařské kontroly a hlášení,“ řekl Hanell. „Rodiny členů posádky byly informovány a Společnost v současné době připravuje repatriaci svých vážených námořníků při nejbližší možné příležitosti.“|mt
"Currently we are targeting young people 18 to 24 years. For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there. For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers," Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.|„V současné době se zaměřujeme na mladé lidi ve věku 18 až 24 let. Pro mladé lidi je to věková kategorie, na kterou se díváme, ale samozřejmě každý, kdo je starší 18 let, a je to proto, že nemáme důkazy o dětech podle ústavy, ale jak se budou odvíjet další důkazy, dostaneme se tam. U mužů dáme soupravu matce a ta ji odnese partnerské, klíčové a prioritní populaci, jako jsou sexuální pracovnice,“ řekl včera Geoffrey Tasi, technický ředitel oddělení testování HIV.|mt
"Currently we are targeting young people 18 to 24 years. For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there. For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers," Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.|„V současné době se zaměřujeme na mladé lidi ve věku 18 až 24 let. Pro mladé lidi to je věková kategorie, na kterou se díváme, ale samozřejmě na každého nad 18 let a je to proto, že nemáme důkazy o dětech podle ústavy, ale jak se budou odvíjet další důkazy, dostaneme se tam. Pro muže dáváme soupravu matce a oni ji odnesou partnerům, klíčovým a prioritním populacím, jako jsou sexuální pracovníci,“ řekl včera pan Geoffrey Tasi, technický důstojník odpovědný za služby testování na HIV.|mt
"Currently we are targeting young people 18 to 24 years. For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there. For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers," Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.|„V současné době se zaměřujeme na mladé lidi ve věku od 18 do 24 let. Pro mladé lidi je to věková kategorie, na kterou se díváme, ale samozřejmě každý, kdo je starší 18 let, a je to proto, že nemáme důkazy o dětech podle ústavy, ale jak se budou objevovat další důkazy, dostaneme se tam. Pro muže dáváme soupravu matce a ta ji odnáší partnerům, klíčovým a prioritním skupinám, jako jsou sexuální pracovnice,“ řekl včera Geoffrey Tasi, technický pracovník zodpovědný za služby testování HIV.|mt
"Currently we are targeting young people 18 to 24 years. For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there. For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers," Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.|„V současné době se zaměřujeme na mladé lidi ve věku 18 až 24 let. Pro mladé lidi je to věková hranice, na kterou se díváme, ale samozřejmě pro každého nad 18 let, a je to proto, že nemáme důkazy o dětech podle ústavy, ale jak se budou objevovat další důkazy, dostaneme se tam. U mužů předáme sadu matce a ta ji předá partnerovi, klíčovým a prioritním skupinám sexuálních pracovnic,“ řekl včera Geoffrey Tasi, pověřený technický pracovník pro testování HIV.|mt
"Currently we are targeting young people 18 to 24 years. For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there. For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers," Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.|„V současné době se zaměřujeme na mladé lidi ve věku 18 až 24 let. U mladých lidí je to věková kategorie, na kterou se díváme, ale samozřejmě každého nad 18 let a je to proto, že nemáme důkazy o dětech podle ústavy, ale jak se budou objevovat další důkazy, dostaneme se k tomu. U mužů sadu dáme matce a oni ji odnesou partnerovi, klíčové a prioritní skupiny obyvatel, jako jsou sexuální pracovníci,“ řekl včera technický pracovník zodpovědný za služby testování HIV pan Geoffrey Tasi.|mt
"Currently we are targeting young people 18 to 24 years. For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there. For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers," Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.|„V současné době se zaměřujeme na mladé lidi ve věku 18 až 24 let. U mladých lidí, kteří jsou věkovou kategorií, na kterou se díváme, ale samozřejmě u kohokoliv nad 18 let, je to proto, že nemáme důkazy o dětech podle ústavy, ale jak se budou odvíjet další důkazy, tak se tam dostaneme. U mužů dáváme soupravu matce a ta ji předává partnerovi, klíčové a prioritní populaci takových sexuálních pracovnic,“ řekl včera technický pracovník oddělení testování na HIV Geoffrey Tasi.|mt
"Currently we are targeting young people 18 to 24 years. For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there. For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers," Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.|"V současné době se zaměřujeme na mladé lidi ve věku 18 až 24 let. Pro mladé lidi, že je věková třída se díváme na, ale samozřejmě každý nad 18 a je to proto, že nemáme důkazy o dětech ústavou, ale jak se odvíjí další důkazy budeme se tam dostat. Pro muže, dáme kit k matce a oni ji vzít na partnera, klíčové a prioritní populace, jako sexuální pracovnice," pan Geoffrey Tasi, technický důstojník-in-charge služeb testování HIV, řekl včera.|mt
"Currently we are targeting young people 18 to 24 years. For the young people that's the age bracket we are looking at but of course any one above 18 and it's because we do not have evidence of children by the Constitution but as more evidence unfolds we are going to get there. For the men, we give the kit to the mother and they take it to the partner, key and priority populations such sex workers," Mr Geoffrey Tasi, the technical officer-in-charge of HIV testing services, said yesterday.|„V současné době se zaměřujeme na mladé lidi ve věku 18 až 24 let. Pro mladé lidi je to věková kategorie, na kterou se díváme, ale samozřejmě pro každého nad 18 let, a je to proto, že nemáme důkazy o dětech podle ústavy, ale jak se budou odvíjet další důkazy, dostaneme se tam. Pro muže dáváme soupravu matce a oni ji odnášejí partnerovi, klíčovým a prioritním populacím, jako jsou sexuální pracovnice,“ řekl včera Geoffrey Tasi, technický pracovník odpovědný za testování HIV.|mt
Initially, the self-test kits available involve the use of blood to detect the HIV, however, with oral HIV self-test kit, oral fluids are involved.|Zpočátku dostupné samotestovací soupravy zahrnují použití krve k detekci HIV, nicméně s perorální sadou pro samotestovací HIV jsou zapojeny i perorální tekutiny.|mt
Initially, the self-test kits available involve the use of blood to detect the HIV, however, with oral HIV self-test kit, oral fluids are involved.|Zpočátku, self-test sady k dispozici zahrnují použití krve k detekci HIV, nicméně, s ústní HIV self-test kit, ústní tekutiny jsou zapojeny.|mt
"Currently, 86 per cent people living with HIV know their status; that means it leave us with 14 per cent of those living with HIV and do not know their status. So how do we now utilise that additional innovation. Really for me this is it ... how do we now move from this kit and create demand, especially for that 14 per cent that are sick and they need care and they are not getting care," Dr Atwine said.|„V současné době 86 procent lidí žijících s HIV zná svůj status; to znamená, že nám zbývá 14 procent těch, kteří žijí s HIV a neznají svůj status. Jak tedy nyní využijeme tuto dodatečnou inovaci. opravdu pro mě je to ono ... jak se nyní posuneme od této sady a vytvoříme poptávku, zejména po těch 14 procentech, kteří jsou nemocní a potřebují péči a nedostává se jim péče,“ řekla doktorka Atwine.|mt
"Currently, 86 per cent people living with HIV know their status; that means it leave us with 14 per cent of those living with HIV and do not know their status. So how do we now utilise that additional innovation. Really for me this is it ... how do we now move from this kit and create demand, especially for that 14 per cent that are sick and they need care and they are not getting care," Dr Atwine said.|„V současné době zná svůj status 86 procent lidí žijících s HIV; to znamená, že nám zbývá 14 procent těch, kteří žijí s HIV a neznají svůj status. Jak tedy tuto dodatečnou inovaci nyní využijeme? Opravdu pro mě je to tak … jak se nyní od této soupravy odkloníme a vytvoříme poptávku, zejména po těch 14 procentech nemocných, kteří potřebují péči a nedostává se jim péče,“ řekl doktor Atwine.|mt
"Currently, 86 per cent people living with HIV know their status; that means it leave us with 14 per cent of those living with HIV and do not know their status. So how do we now utilise that additional innovation. Really for me this is it ... how do we now move from this kit and create demand, especially for that 14 per cent that are sick and they need care and they are not getting care," Dr Atwine said.|„V současné době 86 procent lidí žijících s HIV zná svůj status; to znamená, že nám zbývá 14 procent těch, kteří žijí s HIV a neznají svůj status. Jak tedy nyní využijeme tuto dodatečnou inovaci. Pro mě je to opravdu ono... jak nyní přejít od této soupravy a vytvořit poptávku, zejména pro těch 14 procent, kteří jsou nemocní a potřebují péči a nedostává se jim péče,“ řekl doktor Atwine.|mt
"Currently, 86 per cent people living with HIV know their status; that means it leave us with 14 per cent of those living with HIV and do not know their status. So how do we now utilise that additional innovation. Really for me this is it ... how do we now move from this kit and create demand, especially for that 14 per cent that are sick and they need care and they are not getting care," Dr Atwine said.|„V současné době 86 procent lidí žijících s HIV zná svůj status; to znamená, že nám zůstává 14 procent těch, kteří žijí s HIV a neznají svůj status. Jak tedy nyní využijeme tuto dodatečnou inovaci. Opravdu je to pro mě tohle... jak se nyní pohneme z této soupravy a vytvoříme poptávku, zejména po těch 14 procentech, kteří jsou nemocní a potřebují péči a oni ji nedostávají,“ řekl doktor Atwine.|mt
"Currently, 86 per cent people living with HIV know their status; that means it leave us with 14 per cent of those living with HIV and do not know their status. So how do we now utilise that additional innovation. Really for me this is it ... how do we now move from this kit and create demand, especially for that 14 per cent that are sick and they need care and they are not getting care," Dr Atwine said.|„V současné době zná jejich status 86 procent lidí žijících s virem HIV, což znamená, že nám zůstává 14 procent lidí žijících s virem HIV a nezná jejich status. Jak tedy nyní tuto dodatečnou inovaci využijeme. Skutečně pro mě je to ono… jak se nyní posuneme od této soupravy a vytvoříme poptávku, zejména po těch 14 procentech, kteří jsou nemocní a potřebují péči a nedostává se jim péče,“ řekl doktor Atwine.|mt
The IAAF, the global governing body of athletics, said the women's marathon, scheduled to start at midnight on Friday, would go ahead as planned as temperatures would be at or below 30 degrees.|IAAF, celosvětový řídící orgán atletiky, uvedla, že ženský maraton, který má začít v pátek o půlnoci, se uskuteční podle plánu, protože teploty budou na 30 stupních nebo nižší.|mt
It said its medical delegate had assured athletes that weather conditions would be monitored all day and reported to the teams "to ensure the event is run at an acceptable level of health risk."|Uvedla, že její lékařský delegát ujistil sportovce, že povětrnostní podmínky budou sledovány po celý den a hlášeny týmům, „aby se zajistilo, že akce bude probíhat na přijatelné úrovni zdravotního rizika“.|mt
It said its medical delegate had assured athletes that weather conditions would be monitored all day and reported to the teams "to ensure the event is run at an acceptable level of health risk."|Její lékařský delegát prý sportovce ujistil, že počasí bude celý den monitorováno a týmy budou informovány, aby se zajistilo, že akce proběhne na přijatelné úrovni zdravotního rizika.|mt
HMP Wandsworth called in police amid fears that duplicates had been sold to some of its 1,400 inmates.|HMP Wandsworth zavolal policii v obavách, že duplikáty byly prodány některým z jeho 1400 vězňů.|mt
HMP Wandsworth called in police amid fears that duplicates had been sold to some of its 1,400 inmates.|HMP Wandsworth přivolal policii v obavách, že duplikáty byly prodány některým z jeho 1400 vězňů.|mt
The suspected security breach will result in 3,000 locks replaced, potentially to cell, internal and outer doors.|Podezření na narušení bezpečnosti bude mít za následek výměnu 3000 zámků, potenciálně do cel, vnitřních a vnějších dveří.|mt
The suspected security breach will result in 3,000 locks replaced, potentially to cell, internal and outer doors.|Předpoklad narušení bezpečnosti bude mít za následek výměnu 3000 zámků, potenciálně do cel, vnitřních a vnějších dveří.|mt
House chairmen warn Trump to stop attacking whistleblower|Předsedové Sněmovny varují Trumpa, aby přestal útočit na whistleblowera|mt
House chairmen warn Trump to stop attacking whistleblower|Předsedové sněmovny varují Trumpa, aby přestal útočit na whistleblowera|mt
"The President's comments today constitute reprehensible witness intimidation and an attempt to obstruct Congress' impeachment inquiry. We condemn the President's attacks, and we invite our Republican counterparts to do the same because Congress must do all it can to protect this whistleblower, and all whistleblowers," they said. "Threats of violence from the leader of our country have a chilling effect on the entire whistleblower process, with grave consequences for our democracy and national security."|„Dnešní vyjádření prezidenta představuje trestuhodné zastrašování svědků a pokus o maření vyšetřování obžaloby Kongresu. Odsuzujeme prezidentovy útoky a vyzýváme naše republikánské protějšky, aby učinili totéž, protože Kongres musí udělat vše, co je v jeho silách, aby ochránil tohoto oznamovatele a všechny oznamovatele,“ uvedli. „Výhrůžky násilím ze strany vůdce naší země mají mrazivý dopad na celý proces informátorů, s vážnými důsledky pro naši demokracii a národní bezpečnost.“|mt
The statement said Trump "is fully aware that our Committees are seeking testimony from this whistleblower and others referenced in the whistleblower's complaint released today as part of the House's impeachment inquiry, and our nation's laws prohibit efforts to discourage, intimidate, or otherwise pressure a witness not to provide testimony to Congress."|V prohlášení se uvádí, že Trump „si je plně vědom toho, že naše výbory žádají svědectví tohoto oznamovatele a dalších osob, na něž se odkazuje ve stížnosti oznamovatele, která byla dnes zveřejněna v rámci vyšetřování impeachmentu sněmovny, a zákony našeho státu zakazují snahy odradit, zastrašit nebo jinak tlačit na svědka, aby neposkytoval svědectví Kongresu.“|mt
The statement said Trump "is fully aware that our Committees are seeking testimony from this whistleblower and others referenced in the whistleblower's complaint released today as part of the House's impeachment inquiry, and our nation's laws prohibit efforts to discourage, intimidate, or otherwise pressure a witness not to provide testimony to Congress."|V prohlášení se uvádí, že Trump "si je plně vědom toho, že naše výbory hledají svědectví od tohoto informátora a dalších, na které se odkazuje ve stížnosti oznamovatele, která byla dnes zveřejněna v rámci vyšetřování obžaloby sněmovny, a zákony našeho národa zakazují snahy odradit, zastrašit nebo jinak vyvíjet tlak na svědka, aby neposkytoval svědectví Kongresu."|mt
The statement on Thursday comes amidst an explosive week in Washington rooted in a whistleblower complaint alleging that Trump abused his official powers "to solicit interference" from Ukrainian President Volodymyr Zelensky in the upcoming 2020 election, and the White House took steps to cover it up. A transcript of July phone conversation released by the White House on Wednesday shows Trump repeatedly pushed Zelensky to investigate former Vice President Joe Biden and his son, Hunter.|Prohlášení ve čtvrtek přichází uprostřed výbušného týdne ve Washingtonu, který má kořeny ve stížnosti oznamovatele, která tvrdí, že Trump zneužil své oficiální pravomoci "k tomu, aby si vyžádal vměšování" ukrajinského prezidenta Volodymyra Zelenského v nadcházejících volbách v roce 2020, a Bílý dům podnikl kroky, aby to zakryl. Přepis červencového telefonického rozhovoru, který ve středu zveřejnil Bílý dům, ukazuje, že Trump opakovaně tlačil na Zelenského, aby vyšetřoval bývalého viceprezidenta Joe Bidena a jeho syna Huntera.|mt
The statement on Thursday comes amidst an explosive week in Washington rooted in a whistleblower complaint alleging that Trump abused his official powers "to solicit interference" from Ukrainian President Volodymyr Zelensky in the upcoming 2020 election, and the White House took steps to cover it up. A transcript of July phone conversation released by the White House on Wednesday shows Trump repeatedly pushed Zelensky to investigate former Vice President Joe Biden and his son, Hunter.|Čtvrteční prohlášení přichází uprostřed výbušného týdne ve Washingtonu, který má kořeny ve stížnosti whistleblowera, který tvrdí, že Trump zneužil své oficiální pravomoci, aby „vyžádal vměšování“ od ukrajinského prezidenta Volodymyra Zelenského do nadcházejících voleb v roce 2020, a Bílý dům podnikl kroky, aby to zakryl. Přepis červencového telefonního rozhovoru, který Bílý dům zveřejnil ve středu, ukazuje, že Trump opakovaně tlačil na Zelenského, aby vyšetřoval bývalého viceprezidenta Joea Bidena a jeho syna Huntera.|mt
